customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,total_sessions,avg_session_minutes,total_usage_minutes,unique_features_used,total_tickets,avg_satisfaction,health_score,churn_prediction,churn_probability,churn_risk_score,predicted_risk_segment,recommended_action,revenue_at_risk,upsell_opportunity
2931-XIQBR,Female,0,Yes,Yes,50,Yes,No,Fiber optic,One year,No,Mailed check,103.05,5153.5,No,45,63.12,2840.49,6,1.0,5.0,90.9,0,0.004229497685004082,0.42,Low Risk,Maintain - Standard Service,1236.6,None
0106-UGRDO,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Two year,Yes,Electronic check,116.0,8182.85,No,42,62.48,2624.12,6,0.0,5.0,94.4,0,0.0024462788865254226,0.24,Low Risk,Maintain - Standard Service,1392.0,None
5542-TBBWB,Male,0,No,No,1,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,69.9,69.9,No,15,61.11,916.59,6,1.0,1.0,43.3,0,0.00938788201137053,0.94,Low Risk,Maintain - Standard Service,838.8000000000001,Add Protection Bundle; Add Streaming Services
1930-QPBVZ,Male,0,Yes,Yes,68,Yes,No,Fiber optic,Two year,No,Bank transfer (automatic),95.1,6683.4,No,35,59.01,2065.25,6,2.0,2.0,77.9,0,0.016710222065963724,1.67,Low Risk,Maintain - Standard Service,1141.1999999999998,None
2606-PKWJB,Male,0,No,Yes,40,No,No phone service,DSL,One year,No,Mailed check,40.25,1564.05,No,19,66.66,1266.49,6,1.0,5.0,72.5,0,0.0026946600201758542,0.27,Low Risk,Maintain - Standard Service,483.0,Add Streaming Services
5322-ZSMZY,Male,0,Yes,Yes,31,Yes,Yes,No,Two year,No,Mailed check,25.75,755.6,No,15,50.25,753.68,6,1.0,1.0,51.6,0,0.0028187314603504692,0.28,Low Risk,Maintain - Standard Service,309.0,Add Protection Bundle
8059-UDZFY,Female,1,No,Yes,33,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),105.35,3465.05,No,30,65.46,1963.77,6,3.0,3.33,70.5,0,0.42038894155503087,42.04,Medium Risk,Monitor - Check-in Call,1264.1999999999998,None
7740-BTPUX,Male,1,Yes,No,55,Yes,Yes,Fiber optic,Two year,Yes,Electronic check,113.6,6292.7,No,36,72.13,2596.71,6,3.0,3.33,80.2,0,0.08130460366764967,8.13,Low Risk,Maintain - Standard Service,1363.1999999999998,None
5220-AGAAX,Male,0,Yes,Yes,68,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),24.0,1664.3,No,15,55.55,833.28,6,2.0,2.5,67.9,0,0.014312824381509968,1.43,Low Risk,Maintain - Standard Service,288.0,Add Protection Bundle
0208-BPQEJ,Female,0,Yes,Yes,12,Yes,No,No,Month-to-month,No,Bank transfer (automatic),19.4,198.1,No,14,62.84,879.78,6,1.0,1.0,45.7,0,0.0035622662942443174,0.36,Low Risk,Maintain - Standard Service,232.79999999999998,Add Protection Bundle; Upgrade to Annual Contract
9435-JMLSX,Male,0,Yes,No,71,Yes,No,DSL,Two year,Yes,Bank transfer (automatic),86.1,6045.9,No,42,60.04,2521.83,6,3.0,2.0,82.9,0,0.025619416761414767,2.56,Low Risk,Maintain - Standard Service,1033.1999999999998,None
3352-ALMCK,Male,0,No,No,40,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,102.65,4108.15,No,44,63.57,2796.95,6,2.0,1.5,73.5,0,0.19909481862028658,19.91,Low Risk,Maintain - Standard Service,1231.8000000000002,Upgrade to Annual Contract
5312-IRCFR,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,One year,Yes,Electronic check,92.85,5980.75,No,43,67.55,2904.66,6,2.0,5.0,93.6,0,0.051764985289341994,5.18,Low Risk,Maintain - Standard Service,1114.1999999999998,None
5294-IMHHT,Male,0,Yes,No,53,Yes,Yes,Fiber optic,One year,No,Bank transfer (automatic),97.75,5043.2,No,49,61.59,3017.99,6,2.0,3.0,86.1,0,0.027436891308769692,2.74,Low Risk,Maintain - Standard Service,1173.0,None
8802-UNOJF,Male,1,No,No,12,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,83.8,1029.75,Yes,20,53.71,1074.11,6,8.0,3.12,57.8,1,0.9967864821543096,99.68,High Risk,Urgent - Retention Campaign,1005.5999999999999,None
6313-GIDIT,Male,1,No,No,53,No,No phone service,DSL,Month-to-month,Yes,Electronic check,54.45,2854.55,Yes,20,56.69,1133.71,6,7.0,3.0,68.7,1,0.9942608434106771,99.43,High Risk,Urgent - Retention Campaign,653.4000000000001,None
6176-YJWAS,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Two year,Yes,Credit card (automatic),97.95,7114.25,No,25,68.84,1720.9,6,0.0,5.0,85.0,0,0.0026731047596771306,0.27,Low Risk,Maintain - Standard Service,1175.4,None
5310-NOOVA,Male,0,No,No,46,Yes,No,No,Two year,No,Electronic check,19.95,907.05,No,9,68.72,618.44,5,3.0,2.67,53.9,0,0.01268944963932889,1.27,Low Risk,Maintain - Standard Service,239.39999999999998,Add Protection Bundle; Add Tech Support
4526-EXKKN,Male,0,No,No,40,Yes,Yes,No,Two year,Yes,Mailed check,24.6,973.95,No,20,57.34,1146.83,6,3.0,5.0,73.1,0,0.0402952878748515,4.03,Low Risk,Maintain - Standard Service,295.20000000000005,Add Protection Bundle; Add Tech Support
5311-IHLEI,Male,0,No,No,12,No,No phone service,DSL,Month-to-month,Yes,Bank transfer (automatic),50.95,605.75,No,18,60.89,1096.1,6,0.0,5.0,64.1,0,0.00190281600405352,0.19,Low Risk,Maintain - Standard Service,611.4000000000001,Upgrade to Annual Contract
3987-KQDDU,Male,0,No,No,9,Yes,No,Fiber optic,Month-to-month,No,Electronic check,75.6,661.55,No,9,63.49,571.38,5,3.0,2.67,43.6,0,0.32043702508593214,32.04,Medium Risk,Monitor - Check-in Call,907.1999999999999,None
3404-JNXAX,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.75,4116.9,No,35,55.07,1927.32,6,0.0,5.0,85.2,0,0.00581314166891088,0.58,Low Risk,Maintain - Standard Service,969.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
5131-PONJI,Male,0,Yes,Yes,49,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),90.4,4494.65,No,23,65.05,1496.11,6,0.0,5.0,77.4,0,0.004108530133215208,0.41,Low Risk,Maintain - Standard Service,1084.8000000000002,Upgrade to Annual Contract
2845-AFFTX,Male,1,Yes,No,41,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,99.8,4259.3,Yes,43,61.35,2638.03,6,3.0,2.67,77.9,1,0.5617784516825363,56.18,Medium Risk,High Priority - Engagement Outreach,1197.6,None
3489-VSFRD,Female,0,No,No,56,Yes,No,DSL,One year,Yes,Credit card (automatic),60.25,3282.75,No,39,50.97,1987.82,6,2.0,4.0,85.0,0,0.02008779116228395,2.01,Low Risk,Maintain - Standard Service,723.0,Add Streaming Services
3345-JHUEO,Male,0,No,No,4,Yes,No,No,Month-to-month,Yes,Electronic check,20.2,55.7,No,18,59.82,1076.75,6,1.0,1.0,45.9,0,0.005363315775487726,0.54,Low Risk,Maintain - Standard Service,242.39999999999998,Add Protection Bundle
5815-HGGHV,Male,0,Yes,No,20,Yes,No,DSL,One year,Yes,Mailed check,64.15,1274.45,No,28,66.49,1861.75,6,1.0,1.0,56.4,0,0.0021269404396868684,0.21,Low Risk,Maintain - Standard Service,769.8000000000001,None
5260-UMPWX,Female,0,Yes,Yes,26,Yes,No,No,Month-to-month,Yes,Credit card (automatic),20.25,493.95,No,15,46.37,695.49,6,3.0,3.67,60.9,0,0.027704006059191422,2.77,Low Risk,Maintain - Standard Service,243.0,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
2249-YPRNG,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),105.85,2239.65,Yes,28,65.22,1826.06,6,6.0,2.83,63.7,1,0.9963977144223195,99.64,High Risk,Urgent - Retention Campaign,1270.1999999999998,None
7410-YTJIK,Female,0,No,No,7,Yes,Yes,Fiber optic,Month-to-month,No,Mailed check,75.45,480.75,Yes,11,56.26,618.83,5,3.0,3.33,46.9,0,0.23106802763202552,23.11,Low Risk,Maintain - Standard Service,905.4000000000001,Add Protection Bundle; Add Streaming Services; Add Tech Support
4626-GYCZP,Male,0,No,No,7,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,93.85,635.6,Yes,20,67.65,1352.92,6,5.0,2.6,54.3,1,0.9973802738686879,99.74,High Risk,Urgent - Retention Campaign,1126.1999999999998,None
5649-RXQTV,Male,0,No,No,51,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,99.0,5038.15,No,32,57.85,1851.27,6,3.0,1.67,70.0,0,0.3920299988814783,39.2,Medium Risk,Monitor - Check-in Call,1188.0,None
2674-MIAHT,Female,0,No,No,4,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,80.3,324.2,No,14,81.4,1139.59,5,3.0,2.67,45.2,0,0.4862082655225957,48.62,Medium Risk,Monitor - Check-in Call,963.5999999999999,None
2576-HXMPA,Female,0,No,No,1,Yes,No,No,Month-to-month,No,Credit card (automatic),19.55,19.55,No,14,81.55,1141.73,6,3.0,2.67,49.4,0,0.13664981667662396,13.66,Low Risk,Maintain - Standard Service,234.60000000000002,Add Protection Bundle; Add Tech Support
7587-AOVVU,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,Month-to-month,No,Electronic check,100.75,2793.55,No,24,68.67,1648.17,6,1.0,5.0,71.9,0,0.008645887210981851,0.86,Low Risk,Maintain - Standard Service,1209.0,Upgrade to Annual Contract
5590-BYNII,Male,0,No,No,22,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100.75,2095.0,Yes,48,57.0,2736.23,6,5.0,2.6,75.3,1,0.9959256851928897,99.59,High Risk,Urgent - Retention Campaign,1209.0,None
6898-MDLZW,Male,0,No,No,12,Yes,No,DSL,Month-to-month,Yes,Mailed check,53.75,648.65,No,20,58.16,1163.21,6,0.0,5.0,65.3,0,0.00196573436734335,0.2,Low Risk,Maintain - Standard Service,645.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
3237-AJGEH,Female,0,Yes,Yes,3,No,No phone service,DSL,Month-to-month,Yes,Mailed check,31.0,95.05,Yes,20,63.46,1269.11,6,6.0,2.67,53.5,1,0.9977021048692164,99.77,High Risk,Urgent - Retention Campaign,372.0,None
4707-YNOQA,Female,0,Yes,Yes,34,Yes,Yes,No,One year,Yes,Credit card (automatic),25.6,917.15,No,12,65.64,787.64,5,2.0,3.0,53.6,0,0.019876671849983867,1.99,Low Risk,Maintain - Standard Service,307.20000000000005,Add Protection Bundle
9357-UJRUN,Male,0,Yes,No,24,Yes,Yes,DSL,One year,Yes,Electronic check,58.35,1346.9,No,21,58.01,1218.29,5,1.0,1.0,48.3,0,0.002470431674118021,0.25,Low Risk,Maintain - Standard Service,700.2,Add Protection Bundle; Add Streaming Services
1591-NFNLQ,Male,0,No,No,51,Yes,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),80.0,4242.35,Yes,44,63.01,2772.24,6,6.0,2.33,79.9,1,0.9959296443690167,99.59,High Risk,Urgent - Retention Campaign,960.0,None
8648-PFRMP,Female,1,No,No,14,No,No phone service,DSL,Month-to-month,Yes,Electronic check,46.35,672.7,No,17,57.96,985.37,6,1.0,4.0,60.1,0,0.008562491336277811,0.86,Low Risk,Maintain - Standard Service,556.2,Add Protection Bundle; Upgrade to Annual Contract
7663-CUXZB,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Two year,No,Electronic check,113.75,6561.25,No,30,74.4,2231.97,6,3.0,2.67,75.1,0,0.08760545952538275,8.76,Low Risk,Maintain - Standard Service,1365.0,None
0258-NOKBL,Male,0,No,No,3,Yes,No,Fiber optic,Month-to-month,No,Electronic check,90.4,268.45,No,19,58.76,1116.45,6,3.0,4.0,58.2,1,0.7083170532156603,70.83,High Risk,Urgent - Retention Campaign,1084.8000000000002,None
1163-VIPRI,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Two year,No,Electronic check,109.3,7337.55,No,41,52.33,2145.62,6,1.0,2.0,80.7,0,0.005020083660689751,0.5,Low Risk,Maintain - Standard Service,1311.6,None
2815-CPTUL,Male,1,No,No,5,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,70.25,331.9,Yes,9,68.18,613.58,4,8.0,3.0,38.8,1,0.9953059389763103,99.53,High Risk,Urgent - Retention Campaign,843.0,None
9348-ROUAI,Female,0,Yes,Yes,59,Yes,Yes,DSL,Two year,No,Credit card (automatic),90.3,5194.05,No,35,56.43,1974.98,6,2.0,2.5,77.4,0,0.02464553634015778,2.46,Low Risk,Maintain - Standard Service,1083.6,None
9443-JUBUO,Male,0,Yes,Yes,72,No,No phone service,DSL,Two year,Yes,Credit card (automatic),65.25,4478.85,No,41,58.16,2384.6,6,2.0,1.0,78.6,0,0.012703687358702712,1.27,Low Risk,Maintain - Standard Service,783.0,None
0596-BQCEQ,Female,0,Yes,Yes,62,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,100.15,6283.3,Yes,39,54.26,2116.21,6,3.0,4.33,87.9,1,0.6992872592043118,69.93,High Risk,High Priority - Engagement Outreach,1201.8000000000002,None
1481-ZUWZA,Male,0,No,No,28,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),94.5,2659.4,Yes,46,56.54,2600.95,6,2.0,1.0,69.4,0,0.49680914125081205,49.68,Medium Risk,Monitor - Check-in Call,1134.0,None
3043-TYBNO,Male,0,No,No,3,Yes,No,DSL,Month-to-month,No,Mailed check,60.65,196.9,No,8,58.0,464.03,5,2.0,2.5,40.6,0,0.11788500739672637,11.79,Low Risk,Maintain - Standard Service,727.8,Add Protection Bundle
4830-FAXFM,Male,0,No,Yes,19,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),24.1,439.2,No,10,70.01,700.12,6,1.0,4.0,57.3,0,0.0046574991594924555,0.47,Low Risk,Maintain - Standard Service,289.20000000000005,Add Protection Bundle; Upgrade to Annual Contract
5906-BFOZT,Male,0,No,No,1,Yes,No,No,Month-to-month,Yes,Mailed check,19.5,19.5,No,18,58.08,1045.35,6,1.0,5.0,61.1,0,0.007353339206031491,0.74,Low Risk,Maintain - Standard Service,234.0,Add Protection Bundle
2960-NKRSO,Male,0,No,No,24,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,85.95,2107.15,No,21,72.04,1512.94,6,0.0,5.0,69.3,0,0.0032605046639577937,0.33,Low Risk,Maintain - Standard Service,1031.4,Add Streaming Services; Upgrade to Annual Contract
8996-ZROXE,Male,1,No,No,57,Yes,No,DSL,One year,Yes,Electronic check,53.5,3035.8,No,27,70.18,1894.75,6,3.0,3.33,75.4,0,0.03330130660844388,3.33,Low Risk,Maintain - Standard Service,642.0,Add Protection Bundle; Add Streaming Services
5598-IKHQQ,Female,0,No,No,72,Yes,Yes,No,Two year,No,Credit card (automatic),25.45,1866.45,No,10,67.23,672.29,4,2.0,2.5,56.0,0,0.009113110435623654,0.91,Low Risk,Maintain - Standard Service,305.4,Add Protection Bundle
0397-ZXWQF,Male,0,No,No,67,Yes,No,No,Two year,No,Bank transfer (automatic),20.5,1430.95,No,13,62.2,808.61,5,2.0,4.0,67.4,0,0.008960134407241813,0.9,Low Risk,Maintain - Standard Service,246.0,Add Protection Bundle
5266-PFRQK,Male,0,Yes,Yes,52,Yes,No,No,One year,Yes,Credit card (automatic),20.85,1071.6,No,12,58.14,697.69,6,3.0,3.0,63.6,0,0.013009866190521463,1.3,Low Risk,Maintain - Standard Service,250.20000000000002,Add Protection Bundle; Add Tech Support
4674-HGNUA,Male,0,Yes,Yes,71,Yes,Yes,DSL,Two year,No,Credit card (automatic),89.9,6457.15,No,32,57.96,1854.65,6,0.0,5.0,88.9,0,0.002168003276910174,0.22,Low Risk,Maintain - Standard Service,1078.8000000000002,None
6765-MBQNU,Female,0,Yes,No,26,Yes,Yes,No,One year,No,Mailed check,26.0,684.05,No,17,57.74,981.57,6,3.0,2.0,55.4,0,0.014796777599574316,1.48,Low Risk,Maintain - Standard Service,312.0,Add Protection Bundle; Add Tech Support
9786-IJYDL,Female,0,No,No,35,Yes,Yes,Fiber optic,Two year,Yes,Mailed check,113.2,3914.05,No,35,68.43,2394.96,6,0.0,5.0,80.7,0,0.0027751040394063905,0.28,Low Risk,Maintain - Standard Service,1358.4,None
1303-SRDOK,Female,0,Yes,Yes,55,Yes,No,Fiber optic,Two year,Yes,Credit card (automatic),69.05,3842.6,No,29,67.83,1966.97,6,1.0,5.0,82.7,0,0.005388582526937914,0.54,Low Risk,Maintain - Standard Service,828.5999999999999,Add Protection Bundle; Add Streaming Services
3769-MHZNV,Female,0,Yes,Yes,33,Yes,No,No,Two year,No,Mailed check,20.1,670.35,No,13,67.61,878.91,5,3.0,4.0,58.0,0,0.012189057286373454,1.22,Low Risk,Maintain - Standard Service,241.20000000000002,Add Protection Bundle; Add Tech Support
6295-OSINB,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Two year,Yes,Electronic check,109.65,7880.25,No,24,46.34,1112.06,6,2.0,3.0,76.4,0,0.023674229430575126,2.37,Low Risk,Maintain - Standard Service,1315.8000000000002,None
3308-MHOOC,Male,0,No,Yes,1,Yes,No,No,Month-to-month,Yes,Mailed check,19.2,19.2,No,19,65.41,1242.8,6,2.0,1.5,47.7,0,0.13322297023599788,13.32,Low Risk,Maintain - Standard Service,230.39999999999998,Add Protection Bundle
2309-OSFEU,Male,0,No,No,10,No,No phone service,DSL,Month-to-month,Yes,Mailed check,33.9,298.45,Yes,8,38.53,308.26,4,5.0,4.2,44.4,1,0.9968403414095819,99.68,High Risk,Urgent - Retention Campaign,406.79999999999995,None
2207-QPJED,Female,1,Yes,No,37,Yes,No,Fiber optic,Month-to-month,No,Electronic check,90.0,3371.75,No,37,56.16,2077.76,6,3.0,3.33,75.8,0,0.07669097693029514,7.67,Low Risk,Maintain - Standard Service,1080.0,Upgrade to Annual Contract
4177-JPDFU,Male,0,No,No,12,No,No phone service,DSL,Month-to-month,No,Mailed check,34.0,442.45,No,10,68.44,684.38,5,2.0,4.5,52.3,0,0.028391280632580822,2.84,Low Risk,Maintain - Standard Service,408.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
2239-CFOUJ,Male,0,Yes,Yes,1,Yes,No,No,One year,No,Mailed check,20.4,20.4,No,18,53.89,970.04,6,0.0,5.0,61.1,0,0.0019415393473982037,0.19,Low Risk,Maintain - Standard Service,244.79999999999998,Add Protection Bundle
8046-DNVTL,Male,0,Yes,No,62,No,No phone service,DSL,Two year,Yes,Credit card (automatic),38.6,2345.55,No,9,68.48,616.32,4,2.0,2.0,50.6,0,0.011742668392027063,1.17,Low Risk,Maintain - Standard Service,463.20000000000005,Add Streaming Services
2209-XADXF,Female,0,No,No,1,No,No phone service,DSL,Month-to-month,No,Bank transfer (automatic),25.25,25.25,No,15,44.04,660.58,4,2.0,4.5,47.3,0,0.21605320691336483,21.61,Low Risk,Maintain - Standard Service,303.0,Add Protection Bundle; Add Streaming Services
6620-JDYNW,Female,0,No,No,18,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,60.6,1156.35,No,21,59.62,1252.0,6,1.0,3.0,59.6,0,0.0029996764188268345,0.3,Low Risk,Maintain - Standard Service,727.2,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
1891-FZYSA,Male,1,Yes,No,69,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.95,6143.15,Yes,26,75.03,1950.79,6,3.0,2.67,75.4,0,0.41551267826285837,41.55,Medium Risk,Monitor - Check-in Call,1079.4,None
4770-UEZOX,Male,0,No,No,2,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,74.75,144.8,No,18,69.65,1253.67,6,2.0,3.0,53.4,1,0.6254780141971521,62.55,High Risk,High Priority - Engagement Outreach,897.0,None
1038-RQOST,Male,0,Yes,Yes,19,Yes,No,No,Month-to-month,No,Mailed check,20.6,414.95,No,17,62.9,1069.37,5,1.0,2.0,48.5,0,0.0037798455877152137,0.38,Low Risk,Maintain - Standard Service,247.20000000000002,Add Protection Bundle; Upgrade to Annual Contract
7613-LLQFO,Male,0,No,No,12,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.45,1059.55,Yes,13,60.39,785.13,4,2.0,1.5,37.1,1,0.756654104873479,75.67,High Risk,Urgent - Retention Campaign,1013.4000000000001,None
4568-TTZRT,Male,0,No,No,9,Yes,No,No,Month-to-month,No,Mailed check,20.4,181.8,No,11,79.31,872.46,6,3.0,4.33,56.4,0,0.02480097665145041,2.48,Low Risk,Maintain - Standard Service,244.79999999999998,Add Protection Bundle; Add Tech Support
9513-DXHDA,Male,0,No,No,27,Yes,No,DSL,One year,No,Electronic check,81.7,2212.55,No,45,54.27,2442.23,6,3.0,1.33,69.8,0,0.041909001999738446,4.19,Low Risk,Maintain - Standard Service,980.4000000000001,None
2640-PMGFL,Male,0,No,Yes,27,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.5,2180.55,Yes,35,55.39,1938.71,6,3.0,3.67,73.2,1,0.5979480960896679,59.79,Medium Risk,High Priority - Engagement Outreach,954.0,None
3801-HMYNL,Male,0,Yes,Yes,1,Yes,No,Fiber optic,Month-to-month,No,Mailed check,89.15,89.15,Yes,12,74.47,893.59,5,7.0,3.43,46.2,1,0.9982398355174845,99.82,High Risk,Urgent - Retention Campaign,1069.8000000000002,None
0516-QREYC,Female,1,No,No,24,Yes,No,No,Month-to-month,Yes,Mailed check,20.3,459.95,No,13,50.64,658.37,6,3.0,3.0,56.5,0,0.061261302432091436,6.13,Low Risk,Maintain - Standard Service,243.60000000000002,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
9685-WKZGT,Male,1,No,No,14,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.95,1036.75,Yes,33,64.96,2143.54,6,7.0,4.43,71.4,1,0.9964238204954413,99.64,High Risk,Urgent - Retention Campaign,899.4000000000001,None
6022-UGGSO,Female,1,No,No,32,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,74.4,2276.95,Yes,21,64.21,1348.42,6,5.0,3.4,65.1,1,0.9961252680168905,99.61,High Risk,Urgent - Retention Campaign,892.8000000000001,None
8084-OIVBS,Female,0,No,No,11,Yes,No,No,One year,No,Mailed check,20.0,211.95,No,10,86.54,865.39,5,1.0,4.0,50.1,0,0.0026895193302160906,0.27,Low Risk,Maintain - Standard Service,240.0,Add Protection Bundle
8896-BQTTI,Male,0,No,No,1,Yes,Yes,No,Month-to-month,Yes,Mailed check,25.0,25.0,No,7,64.12,448.82,5,3.0,2.67,40.2,0,0.17642791921135478,17.64,Low Risk,Maintain - Standard Service,300.0,Add Protection Bundle; Add Tech Support
3865-QBWSJ,Male,1,No,Yes,38,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,80.45,3162.65,No,41,64.91,2661.43,6,0.0,5.0,85.2,0,0.006056744621048757,0.61,Low Risk,Maintain - Standard Service,965.4000000000001,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
3352-RICWQ,Female,0,Yes,Yes,9,Yes,No,No,Two year,No,Mailed check,19.75,210.65,No,14,65.96,923.37,6,3.0,3.0,52.9,0,0.017775023571300817,1.78,Low Risk,Maintain - Standard Service,237.0,Add Protection Bundle; Add Tech Support
2160-GPFXD,Male,0,Yes,Yes,54,Yes,Yes,DSL,Two year,Yes,Credit card (automatic),65.65,3566.7,No,39,60.8,2371.28,6,0.0,5.0,88.4,0,0.0030620904686978092,0.31,Low Risk,Maintain - Standard Service,787.8000000000001,Add Streaming Services
2065-MMKGR,Female,0,No,No,29,Yes,Yes,DSL,One year,Yes,Credit card (automatic),71.0,2080.1,No,46,60.08,2763.77,6,1.0,1.0,69.7,0,0.0076397857664335525,0.76,Low Risk,Maintain - Standard Service,852.0,Add Protection Bundle
5857-TYBCJ,Male,1,Yes,No,44,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.2,4040.2,No,47,55.02,2586.06,6,2.0,2.0,78.4,0,0.3289469582541049,32.89,Medium Risk,Monitor - Check-in Call,1070.4,None
1498-NHTLT,Male,0,Yes,Yes,59,Yes,No,DSL,Two year,Yes,Electronic check,86.75,5186.0,No,22,45.19,994.16,6,3.0,2.0,67.6,0,0.023425431802870617,2.34,Low Risk,Maintain - Standard Service,1041.0,None
4484-CGXFK,Female,0,No,No,3,Yes,No,DSL,Month-to-month,Yes,Electronic check,55.3,196.15,Yes,7,42.93,300.53,3,4.0,3.25,33.0,1,0.9964531324925597,99.65,High Risk,Urgent - Retention Campaign,663.5999999999999,None
1402-PTHGN,Female,0,Yes,Yes,18,Yes,No,DSL,One year,Yes,Mailed check,61.5,1087.45,No,23,64.48,1482.94,6,2.0,2.5,58.8,0,0.024357613071026213,2.44,Low Risk,Maintain - Standard Service,738.0,Add Streaming Services
4176-RELJR,Male,1,No,No,67,Yes,Yes,No,Two year,No,Credit card (automatic),25.1,1672.15,No,12,64.33,771.97,6,1.0,2.0,63.8,0,0.004307958948064333,0.43,Low Risk,Maintain - Standard Service,301.20000000000005,Add Protection Bundle
6214-EDAKZ,Female,0,Yes,Yes,22,Yes,No,DSL,Month-to-month,No,Electronic check,55.15,1206.05,Yes,24,65.51,1572.19,6,6.0,4.33,67.8,1,0.9973023126030839,99.73,High Risk,Urgent - Retention Campaign,661.8,None
5199-FPUSP,Male,0,No,Yes,33,No,No phone service,DSL,One year,No,Credit card (automatic),34.05,1113.95,No,6,59.23,355.4,4,3.0,2.67,43.4,0,0.007845467479387141,0.78,Low Risk,Maintain - Standard Service,408.59999999999997,Add Protection Bundle; Add Streaming Services
6377-KSLXC,Male,0,No,No,5,Yes,No,No,Month-to-month,No,Mailed check,19.95,107.05,No,7,47.68,333.78,5,3.0,2.0,38.6,0,0.04462322544400717,4.46,Low Risk,Maintain - Standard Service,239.39999999999998,Add Protection Bundle; Add Tech Support
1796-JANOW,Female,0,No,No,2,Yes,No,No,Month-to-month,No,Mailed check,19.95,38.15,No,5,64.28,321.38,3,3.0,2.33,27.9,0,0.05430536820699189,5.43,Low Risk,Maintain - Standard Service,239.39999999999998,Add Protection Bundle; Add Tech Support
0238-WHBIQ,Male,0,Yes,Yes,72,Yes,Yes,DSL,Two year,No,Credit card (automatic),89.7,6339.3,No,34,56.66,1926.56,6,1.0,5.0,90.4,0,0.0022346855734005607,0.22,Low Risk,Maintain - Standard Service,1076.4,None
8735-NBLWT,Male,0,No,Yes,9,Yes,No,No,Month-to-month,No,Mailed check,20.4,184.1,No,8,62.43,499.46,6,0.0,5.0,57.3,0,0.003346261446527529,0.33,Low Risk,Maintain - Standard Service,244.79999999999998,Add Protection Bundle
6651-RLGGM,Male,0,Yes,Yes,67,Yes,Yes,No,Two year,No,Mailed check,26.3,1688.9,No,10,52.56,525.59,5,3.0,4.0,65.6,0,0.008457405179351719,0.85,Low Risk,Maintain - Standard Service,315.6,Add Protection Bundle; Add Tech Support
6127-ISGTU,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,84.95,1378.25,Yes,21,53.53,1124.03,6,4.0,2.75,58.0,1,0.9964534672541121,99.65,High Risk,Urgent - Retention Campaign,1019.4000000000001,None
