ticketID,customerID,date,issue_type,resolution_time,satisfaction_score,status
TKT47113,2969-WGHQO,2025-09-29,performance,8,3,resolved
TKT50086,6615-NGGZJ,2025-09-29,billing,19,3,resolved
TKT40269,6615-NGGZJ,2025-09-29,feature_request,20,5,open
TKT47407,6615-NGGZJ,2025-09-29,billing,22,5,escalated
TKT70847,6615-NGGZJ,2025-09-29,feature_request,41,5,escalated
TKT20103,4255-DDUOU,2025-09-29,login_issue,10,5,escalated
TKT72155,4255-DDUOU,2025-09-29,login_issue,24,2,resolved
TKT38538,4255-DDUOU,2025-09-29,login_issue,36,1,open
TKT31834,4255-DDUOU,2025-09-29,feature_request,9,4,open
TKT39913,4255-DDUOU,2025-09-29,technical,74,3,resolved
TKT33972,4255-DDUOU,2025-09-29,performance,8,2,open
TKT91013,4255-DDUOU,2025-09-29,technical,44,1,resolved
TKT96580,4255-DDUOU,2025-09-29,technical,56,2,open
TKT14740,1686-STUHN,2025-09-29,feature_request,23,5,escalated
TKT43059,2984-MIIZL,2025-09-29,billing,24,4,escalated
TKT15339,2984-MIIZL,2025-09-29,login_issue,11,4,open
TKT56696,2984-MIIZL,2025-09-29,login_issue,36,1,open
TKT99788,2984-MIIZL,2025-09-29,technical,68,3,escalated
TKT61135,2984-MIIZL,2025-09-29,performance,18,1,open
TKT76510,2984-MIIZL,2025-09-29,performance,12,3,resolved
TKT67012,0266-GMEAO,2025-09-29,billing,16,5,resolved
TKT84352,0266-GMEAO,2025-09-29,technical,67,1,open
TKT87806,0266-GMEAO,2025-09-29,billing,48,3,open
TKT80110,5590-YRFJT,2025-09-29,performance,35,5,open
TKT44030,5590-YRFJT,2025-09-29,feature_request,20,1,escalated
TKT20546,5590-YRFJT,2025-09-29,performance,29,2,resolved
TKT76717,0019-GFNTW,2025-09-29,billing,10,3,escalated
TKT64032,0019-GFNTW,2025-09-29,performance,37,3,resolved
TKT17432,0019-GFNTW,2025-09-29,performance,11,1,escalated
TKT81261,4256-ZWTZI,2025-09-29,feature_request,39,5,resolved
TKT54482,8309-PPCED,2025-09-29,login_issue,8,1,escalated
TKT84791,4098-NAUKP,2025-09-29,billing,40,4,open
TKT25904,5196-WPYOW,2025-09-29,technical,33,5,open
TKT14682,5196-WPYOW,2025-09-29,billing,2,2,resolved
TKT92197,5196-WPYOW,2025-09-29,login_issue,3,1,resolved
TKT94856,4054-CUMIA,2025-09-29,feature_request,17,4,resolved
TKT63670,4054-CUMIA,2025-09-29,technical,95,2,escalated
TKT33121,0603-TPMIB,2025-09-29,feature_request,16,2,escalated
TKT38069,8161-QYMTT,2025-09-29,technical,46,4,escalated
TKT28012,8161-QYMTT,2025-09-29,feature_request,28,4,escalated
TKT50145,8161-QYMTT,2025-09-29,feature_request,46,4,resolved
TKT49908,9581-GVBXT,2025-09-29,feature_request,46,2,escalated
TKT50859,9581-GVBXT,2025-09-29,feature_request,22,4,resolved
TKT77819,9581-GVBXT,2025-09-29,feature_request,18,4,resolved
TKT21611,5862-BRIXZ,2025-09-29,technical,51,2,resolved
TKT65291,5404-GGUKR,2025-09-29,performance,11,2,open
TKT16776,2126-GSEGL,2025-09-29,login_issue,13,3,escalated
TKT82313,2126-GSEGL,2025-09-29,technical,96,5,open
TKT75814,2126-GSEGL,2025-09-29,performance,3,1,escalated
TKT16982,3677-TNKIO,2025-09-29,feature_request,5,3,resolved
TKT14905,3677-TNKIO,2025-09-29,performance,33,1,escalated
TKT59604,2434-EEVDB,2025-09-29,feature_request,38,4,open
TKT91600,2434-EEVDB,2025-09-29,technical,48,2,resolved
TKT60863,6762-QVYJO,2025-09-29,feature_request,46,2,resolved
TKT84931,6762-QVYJO,2025-09-29,login_issue,28,3,resolved
TKT23853,6762-QVYJO,2025-09-29,performance,15,1,escalated
TKT12358,6199-IWKGC,2025-09-29,login_issue,40,4,open
TKT13665,2675-DHUTR,2025-09-29,login_issue,30,5,escalated
TKT13937,2675-DHUTR,2025-09-29,billing,29,4,resolved
TKT79421,8152-VETUR,2025-09-29,login_issue,5,3,escalated
TKT44335,8152-VETUR,2025-09-29,billing,42,1,resolved
TKT36403,8152-VETUR,2025-09-29,performance,30,3,open
TKT40550,9667-EQRXU,2025-09-29,feature_request,19,1,resolved
TKT13488,9667-EQRXU,2025-09-29,performance,23,5,escalated
TKT39806,9667-EQRXU,2025-09-29,technical,65,5,escalated
TKT78303,9667-EQRXU,2025-09-29,login_issue,22,3,resolved
TKT38895,9522-BNTHX,2025-09-29,login_issue,17,3,open
TKT87768,4676-WLUHT,2025-09-29,login_issue,46,4,open
TKT81368,4676-WLUHT,2025-09-29,performance,39,3,resolved
TKT50098,4676-WLUHT,2025-09-29,technical,48,1,resolved
TKT28570,3329-WDIOK,2025-09-29,technical,64,5,escalated
TKT58226,3329-WDIOK,2025-09-29,billing,35,2,escalated
TKT24736,7980-MHFLQ,2025-09-29,feature_request,5,5,escalated
TKT89342,7980-MHFLQ,2025-09-29,feature_request,8,4,escalated
TKT28206,7980-MHFLQ,2025-09-29,billing,47,2,escalated
TKT45310,2873-ZLIWT,2025-09-29,billing,45,3,resolved
TKT42055,2873-ZLIWT,2025-09-29,performance,22,5,open
TKT30595,2873-ZLIWT,2025-09-29,billing,48,4,resolved
TKT39385,3415-TAILE,2025-09-29,login_issue,40,5,resolved
TKT24241,3415-TAILE,2025-09-29,login_issue,44,2,escalated
TKT49069,3415-TAILE,2025-09-29,billing,16,1,resolved
TKT99025,3415-TAILE,2025-09-29,feature_request,41,2,resolved
TKT35420,0757-WCUUZ,2025-09-29,performance,5,3,escalated
TKT26908,0757-WCUUZ,2025-09-29,performance,23,4,escalated
TKT96927,1629-DQQVB,2025-09-29,login_issue,21,5,open
TKT79394,1915-IOFGU,2025-09-29,billing,25,4,resolved
TKT23655,1915-IOFGU,2025-09-29,login_issue,6,3,resolved
TKT34847,1915-IOFGU,2025-09-29,login_issue,23,3,resolved
TKT36925,3045-XETSH,2025-09-29,login_issue,32,2,escalated
TKT30702,3045-XETSH,2025-09-29,feature_request,37,1,escalated
TKT76765,3045-XETSH,2025-09-29,technical,71,3,escalated
TKT35883,3045-XETSH,2025-09-29,feature_request,24,4,escalated
TKT53503,3045-XETSH,2025-09-29,performance,40,5,open
TKT33892,3045-XETSH,2025-09-29,feature_request,16,5,open
TKT38739,0374-AACSZ,2025-09-29,technical,49,2,escalated
TKT21776,0374-AACSZ,2025-09-29,technical,47,3,open
TKT94933,0374-AACSZ,2025-09-29,technical,42,2,resolved
TKT16054,7239-HZZCX,2025-09-29,login_issue,10,3,open
TKT92977,7239-HZZCX,2025-09-29,login_issue,38,4,escalated
TKT36435,7239-HZZCX,2025-09-29,performance,25,2,escalated
TKT24098,7239-HZZCX,2025-09-29,technical,92,1,open
TKT10435,7239-HZZCX,2025-09-29,login_issue,36,2,escalated
TKT47075,7239-HZZCX,2025-09-29,technical,65,5,open
TKT23958,4872-VXRIL,2025-09-29,feature_request,13,2,resolved
TKT86891,4872-VXRIL,2025-09-29,feature_request,15,4,escalated
TKT52328,4872-VXRIL,2025-09-29,performance,8,1,open
TKT43816,3423-HHXAO,2025-09-29,login_issue,5,4,resolved
TKT34583,9938-TKDGL,2025-09-29,performance,19,5,open
TKT41882,9938-TKDGL,2025-09-29,performance,37,2,escalated
TKT53438,0531-ZZJWQ,2025-09-29,billing,25,3,open
TKT53771,0531-ZZJWQ,2025-09-29,feature_request,18,5,open
TKT37543,0531-ZZJWQ,2025-09-29,technical,89,1,open
TKT26209,6537-QLGEX,2025-09-29,billing,24,4,open
TKT19499,6537-QLGEX,2025-09-29,feature_request,9,4,escalated
TKT19907,6537-QLGEX,2025-09-29,technical,48,1,escalated
TKT78633,7683-CBDKJ,2025-09-29,performance,47,3,open
TKT92756,7683-CBDKJ,2025-09-29,login_issue,20,1,resolved
TKT29202,7683-CBDKJ,2025-09-29,performance,45,4,resolved
TKT68430,7683-CBDKJ,2025-09-29,login_issue,48,5,escalated
TKT38338,7683-CBDKJ,2025-09-29,feature_request,17,1,open
TKT61131,7683-CBDKJ,2025-09-29,feature_request,20,3,escalated
TKT40300,7683-CBDKJ,2025-09-29,technical,81,3,escalated
TKT54366,0946-CLJTI,2025-09-29,performance,2,4,resolved
TKT78213,0946-CLJTI,2025-09-29,performance,36,3,open
TKT15481,0946-CLJTI,2025-09-29,performance,22,5,open
TKT97111,0946-CLJTI,2025-09-29,technical,85,1,resolved
TKT29865,0946-CLJTI,2025-09-29,feature_request,26,1,open
TKT18576,0946-CLJTI,2025-09-29,login_issue,48,5,open
TKT42926,3160-TYXLT,2025-09-29,billing,14,1,open
TKT28008,3160-TYXLT,2025-09-29,login_issue,42,1,open
TKT95765,1325-USMEC,2025-09-29,performance,5,5,escalated
TKT89709,1325-USMEC,2025-09-29,performance,30,2,escalated
TKT74056,1325-USMEC,2025-09-29,feature_request,14,1,open
TKT12607,0916-QOFDP,2025-09-29,technical,62,2,open
TKT80734,0628-CNQRM,2025-09-29,technical,70,3,resolved
TKT50301,0628-CNQRM,2025-09-29,technical,95,2,open
TKT46090,0628-CNQRM,2025-09-29,billing,30,3,escalated
TKT87383,0628-CNQRM,2025-09-29,technical,83,1,escalated
TKT38360,5606-AMZBO,2025-09-29,billing,43,2,resolved
TKT34947,5606-AMZBO,2025-09-29,feature_request,42,5,open
TKT26210,5606-AMZBO,2025-09-29,feature_request,38,5,resolved
TKT93800,6199-IPCAO,2025-09-29,technical,76,1,escalated
TKT85069,6199-IPCAO,2025-09-29,login_issue,26,4,open
TKT37239,7665-TOALD,2025-09-29,technical,71,4,open
TKT10693,7665-TOALD,2025-09-29,billing,19,2,open
TKT66929,0112-QWPNC,2025-09-29,login_issue,29,1,open
TKT82178,0112-QWPNC,2025-09-29,billing,32,4,open
TKT72530,0112-QWPNC,2025-09-29,performance,13,1,open
TKT66918,0112-QWPNC,2025-09-29,login_issue,6,5,open
TKT73234,0324-BRPCJ,2025-09-29,feature_request,14,1,escalated
TKT13958,0324-BRPCJ,2025-09-29,performance,30,4,resolved
TKT81240,0324-BRPCJ,2025-09-29,feature_request,47,4,resolved
TKT48477,0324-BRPCJ,2025-09-29,performance,1,1,resolved
TKT73477,2777-PHDEI,2025-09-29,billing,23,4,resolved
TKT89192,2777-PHDEI,2025-09-29,performance,35,4,resolved
TKT62833,5640-CAXOA,2025-09-29,technical,70,5,resolved
TKT99860,2235-EZAIK,2025-09-29,performance,47,1,resolved
TKT21129,3847-BAERP,2025-09-29,performance,36,5,open
TKT74467,3847-BAERP,2025-09-29,performance,6,5,escalated
TKT41008,1196-AMORA,2025-09-29,technical,92,4,resolved
TKT74730,1196-AMORA,2025-09-29,technical,48,4,resolved
TKT13998,4282-YMKNA,2025-09-29,feature_request,1,5,open
TKT69516,4282-YMKNA,2025-09-29,technical,43,3,resolved
TKT10316,4282-YMKNA,2025-09-29,login_issue,39,1,open
TKT67795,1453-RZFON,2025-09-29,performance,19,3,open
TKT53508,1453-RZFON,2025-09-29,technical,56,4,open
TKT17129,1453-RZFON,2025-09-29,billing,4,2,escalated
TKT87489,8263-OKETD,2025-09-29,login_issue,45,5,resolved
TKT65643,0670-KDOMA,2025-09-29,billing,31,2,open
TKT76262,0670-KDOMA,2025-09-29,billing,15,3,open
TKT67853,0670-KDOMA,2025-09-29,billing,42,5,resolved
TKT84729,2476-YGEFM,2025-09-29,performance,46,3,escalated
TKT76474,2476-YGEFM,2025-09-29,login_issue,28,3,resolved
TKT98530,8687-BAFGU,2025-09-29,performance,9,2,escalated
TKT68106,0641-EVBOJ,2025-09-29,feature_request,48,5,open
TKT19377,0829-XXPLX,2025-09-29,technical,84,2,resolved
TKT74960,0829-XXPLX,2025-09-29,feature_request,12,2,escalated
TKT67424,0829-XXPLX,2025-09-29,performance,24,3,escalated
TKT44462,9974-JFBHQ,2025-09-29,technical,62,2,open
TKT34167,9974-JFBHQ,2025-09-29,performance,39,2,resolved
TKT76670,5356-RHIPP,2025-09-29,technical,29,5,open
TKT88345,5356-RHIPP,2025-09-29,performance,24,4,open
TKT54070,5356-RHIPP,2025-09-29,performance,13,2,escalated
TKT16751,5356-RHIPP,2025-09-29,login_issue,32,2,escalated
TKT92302,6624-JDRDS,2025-09-29,feature_request,13,2,escalated
TKT33729,6624-JDRDS,2025-09-29,login_issue,33,5,resolved
TKT14995,0608-JDVEC,2025-09-29,feature_request,14,3,escalated
TKT10427,0608-JDVEC,2025-09-29,performance,34,2,open
TKT37050,0608-JDVEC,2025-09-29,feature_request,32,5,escalated
TKT10965,1919-RTPQD,2025-09-29,billing,23,5,open
TKT17928,1919-RTPQD,2025-09-29,feature_request,4,2,open
TKT44525,5214-NLTIT,2025-09-29,login_issue,40,3,resolved
TKT95295,5214-NLTIT,2025-09-29,feature_request,34,5,resolved
TKT34286,5214-NLTIT,2025-09-29,performance,30,5,resolved
TKT16083,3345-PBBFH,2025-09-29,technical,88,1,resolved
TKT79786,3345-PBBFH,2025-09-29,feature_request,12,4,open
TKT23534,3345-PBBFH,2025-09-29,technical,58,1,escalated
TKT43072,9189-JWSHV,2025-09-29,feature_request,22,2,open
TKT45005,9189-JWSHV,2025-09-29,performance,14,4,resolved
TKT94853,9189-JWSHV,2025-09-29,performance,18,5,escalated
TKT18412,2190-PHBHR,2025-09-29,feature_request,30,3,resolved
TKT12859,2190-PHBHR,2025-09-29,login_issue,33,3,open
TKT27180,2190-PHBHR,2025-09-29,billing,11,5,resolved
TKT31377,0746-JTRFU,2025-09-29,performance,21,1,open
TKT93060,0746-JTRFU,2025-09-29,technical,48,2,open
TKT11636,7184-LRUUR,2025-09-29,billing,35,3,resolved
TKT91576,7184-LRUUR,2025-09-29,performance,36,3,resolved
TKT82436,3982-JGSFD,2025-09-29,login_issue,34,3,resolved
TKT65627,3982-JGSFD,2025-09-29,billing,7,5,escalated
TKT46484,3982-JGSFD,2025-09-29,login_issue,2,4,escalated
TKT41199,7247-XOZPB,2025-09-29,login_issue,26,5,open
TKT62834,2466-FCCPT,2025-09-29,login_issue,19,4,resolved
TKT76014,6211-WWLTF,2025-09-29,performance,22,3,resolved
TKT94438,6211-WWLTF,2025-09-29,feature_request,18,2,escalated
TKT53185,4826-TZEVA,2025-09-29,feature_request,26,5,escalated
TKT91251,6016-NXBNJ,2025-09-29,performance,40,1,escalated
TKT77575,6016-NXBNJ,2025-09-29,billing,18,3,escalated
TKT80720,9138-EFSMO,2025-09-29,login_issue,16,5,resolved
TKT36832,0576-WNXXC,2025-09-29,login_issue,11,2,escalated
TKT62551,0576-WNXXC,2025-09-29,technical,91,4,open
TKT20036,0576-WNXXC,2025-09-29,performance,44,3,open
TKT58526,4632-XJMEX,2025-09-29,performance,31,3,resolved
TKT77235,8910-LEDAG,2025-09-29,performance,23,4,open
TKT41016,2716-GFZOR,2025-09-29,billing,18,3,resolved
TKT74363,2716-GFZOR,2025-09-29,technical,71,3,open
TKT22151,2716-GFZOR,2025-09-29,feature_request,17,5,open
TKT60539,3724-UCSHY,2025-09-29,login_issue,17,1,open
TKT66586,8626-XHBIE,2025-09-29,feature_request,38,3,resolved
TKT29673,8626-XHBIE,2025-09-29,feature_request,9,1,resolved
TKT31449,4628-CTTLA,2025-09-29,technical,51,4,open
TKT42527,4628-CTTLA,2025-09-29,feature_request,32,2,escalated
TKT54827,4628-CTTLA,2025-09-29,technical,26,3,resolved
TKT53094,4628-CTTLA,2025-09-29,performance,19,4,resolved
TKT21539,4628-CTTLA,2025-09-29,billing,13,5,open
TKT50448,4628-CTTLA,2025-09-29,technical,56,1,escalated
TKT91716,3192-LNKRK,2025-09-29,feature_request,1,3,escalated
TKT71609,2876-VBBBL,2025-09-29,technical,36,2,resolved
TKT86084,2876-VBBBL,2025-09-29,billing,20,3,open
TKT88622,2876-VBBBL,2025-09-29,performance,2,5,resolved
TKT14488,2876-VBBBL,2025-09-29,feature_request,10,3,escalated
TKT83917,2876-VBBBL,2025-09-29,performance,11,4,resolved
TKT49237,2876-VBBBL,2025-09-29,login_issue,21,3,open
TKT40707,2876-VBBBL,2025-09-29,performance,31,3,escalated
TKT60768,6834-NXDCA,2025-09-29,performance,15,3,open
TKT19328,6834-NXDCA,2025-09-29,technical,78,1,resolved
TKT55778,6834-NXDCA,2025-09-29,performance,7,2,resolved
TKT56724,6834-NXDCA,2025-09-29,feature_request,33,3,open
TKT56106,2208-UGTGR,2025-09-29,technical,81,1,escalated
TKT22331,2208-UGTGR,2025-09-29,performance,42,5,open
TKT72408,3005-TYFRD,2025-09-29,login_issue,45,3,open
TKT62778,3005-TYFRD,2025-09-29,performance,13,4,escalated
TKT12526,3005-TYFRD,2025-09-29,login_issue,16,5,open
TKT52768,8670-MEFCP,2025-09-29,performance,46,2,escalated
TKT40367,8670-MEFCP,2025-09-29,login_issue,46,1,escalated
TKT18306,7777-UNYHB,2025-09-29,feature_request,46,4,escalated
TKT54687,7777-UNYHB,2025-09-29,billing,32,2,escalated
TKT59473,5597-GLBUC,2025-09-29,technical,38,5,open
TKT27497,5597-GLBUC,2025-09-29,login_issue,34,5,escalated
TKT98388,5597-GLBUC,2025-09-29,feature_request,3,3,open
TKT82477,5597-GLBUC,2025-09-29,login_issue,42,2,resolved
TKT27012,5597-GLBUC,2025-09-29,performance,39,2,escalated
TKT50186,5597-GLBUC,2025-09-29,login_issue,36,5,escalated
TKT51749,7278-CKDNC,2025-09-29,feature_request,26,2,open
TKT20862,7278-CKDNC,2025-09-29,login_issue,33,5,open
TKT95600,2748-MYRVK,2025-09-29,feature_request,40,3,resolved
TKT27415,2748-MYRVK,2025-09-29,login_issue,4,4,escalated
TKT70288,2748-MYRVK,2025-09-29,billing,28,3,open
TKT95041,2748-MYRVK,2025-09-29,technical,44,1,open
TKT47076,2748-MYRVK,2025-09-29,billing,34,5,escalated
TKT51518,2748-MYRVK,2025-09-29,login_issue,39,5,resolved
TKT35885,2748-MYRVK,2025-09-29,login_issue,37,5,escalated
TKT82559,2748-MYRVK,2025-09-29,performance,40,2,escalated
TKT26587,2969-VAPYH,2025-09-29,technical,94,3,open
TKT48402,2969-VAPYH,2025-09-29,login_issue,10,1,escalated
TKT95675,2969-VAPYH,2025-09-29,performance,12,2,escalated
TKT55213,4822-YCXMX,2025-09-29,login_issue,33,2,escalated
TKT90417,4822-YCXMX,2025-09-29,login_issue,46,1,open
TKT97943,4822-YCXMX,2025-09-29,feature_request,2,4,escalated
TKT17378,4822-YCXMX,2025-09-29,login_issue,47,1,resolved
TKT62992,4822-YCXMX,2025-09-29,login_issue,32,2,open
TKT79701,4822-YCXMX,2025-09-29,performance,34,3,resolved
TKT29554,4822-YCXMX,2025-09-29,feature_request,29,2,open
TKT55730,7181-OQCUT,2025-09-29,feature_request,48,4,resolved
TKT59391,7181-OQCUT,2025-09-29,login_issue,14,4,open
TKT22575,7181-OQCUT,2025-09-29,technical,92,2,resolved
TKT51458,8474-UMLNT,2025-09-29,feature_request,6,4,open
TKT28228,8474-UMLNT,2025-09-29,performance,33,5,resolved
TKT15302,9821-POOTN,2025-09-29,billing,46,1,escalated
TKT48620,9821-POOTN,2025-09-29,billing,28,3,resolved
TKT37495,3836-FZSDJ,2025-09-29,performance,35,1,resolved
TKT80158,3836-FZSDJ,2025-09-29,technical,51,5,escalated
TKT21564,3836-FZSDJ,2025-09-29,technical,93,2,escalated
TKT48118,9142-XMYJH,2025-09-29,technical,42,1,resolved
TKT29552,6559-ILWKJ,2025-09-29,performance,40,5,resolved
TKT80659,6559-ILWKJ,2025-09-29,feature_request,37,2,escalated
TKT91856,6559-ILWKJ,2025-09-29,technical,33,2,open
TKT59390,6559-ILWKJ,2025-09-29,technical,60,3,resolved
TKT68622,6559-ILWKJ,2025-09-29,performance,32,3,open
TKT14878,0187-QSXOE,2025-09-29,performance,31,4,escalated
TKT46509,0187-QSXOE,2025-09-29,login_issue,5,1,escalated
TKT95613,0187-QSXOE,2025-09-29,billing,15,5,escalated
TKT12312,7733-UDMTP,2025-09-29,feature_request,46,3,open
TKT10484,7733-UDMTP,2025-09-29,billing,35,1,open
TKT15816,7733-UDMTP,2025-09-29,performance,16,2,escalated
TKT71937,2649-HWLYB,2025-09-29,feature_request,48,1,escalated
TKT17518,5214-CHIWJ,2025-09-29,login_issue,31,4,open
TKT54945,4229-CZMLL,2025-09-29,billing,12,4,resolved
TKT27518,4229-CZMLL,2025-09-29,technical,83,3,escalated
TKT83521,4229-CZMLL,2025-09-29,performance,42,4,escalated
TKT96102,4229-CZMLL,2025-09-29,feature_request,23,4,escalated
TKT39301,4229-CZMLL,2025-09-29,technical,70,1,escalated
TKT17332,4229-CZMLL,2025-09-29,feature_request,22,3,resolved
TKT94601,8874-EJNSR,2025-09-29,performance,5,5,escalated
TKT42328,8874-EJNSR,2025-09-29,login_issue,28,5,escalated
TKT59652,6917-YACBP,2025-09-29,performance,25,1,escalated
TKT13626,5049-MUBWG,2025-09-29,performance,29,2,resolved
TKT93637,5049-MUBWG,2025-09-29,feature_request,2,5,open
TKT52150,5049-MUBWG,2025-09-29,performance,19,2,resolved
TKT48143,4223-WOZCM,2025-09-29,performance,42,5,open
TKT30002,9253-VIFJQ,2025-09-29,technical,52,2,resolved
TKT34557,7030-FZTFM,2025-09-29,feature_request,45,2,resolved
TKT49548,5917-RYRMG,2025-09-29,billing,6,5,open
TKT16958,5120-ZBLAI,2025-09-29,technical,42,1,resolved
TKT13255,5120-ZBLAI,2025-09-29,technical,84,5,open
TKT98324,3663-MITLP,2025-09-29,login_issue,24,3,escalated
TKT93087,3663-MITLP,2025-09-29,technical,86,1,resolved
TKT61547,3663-MITLP,2025-09-29,technical,52,2,open
TKT20452,3663-MITLP,2025-09-29,technical,35,5,resolved
TKT36119,3663-MITLP,2025-09-29,feature_request,14,5,resolved
TKT84479,3663-MITLP,2025-09-29,feature_request,33,3,open
TKT30148,0906-QVPMS,2025-09-29,login_issue,12,4,open
TKT44132,0906-QVPMS,2025-09-29,feature_request,45,5,open
TKT27607,0906-QVPMS,2025-09-29,technical,51,3,open
TKT18756,9025-ZRPVR,2025-09-29,login_issue,38,2,resolved
TKT12482,9025-ZRPVR,2025-09-29,login_issue,12,4,resolved
TKT36960,9025-ZRPVR,2025-09-29,technical,81,3,resolved
TKT11053,1905-OEILC,2025-09-29,billing,47,1,resolved
TKT86834,7858-GTZSP,2025-09-29,login_issue,28,5,escalated
TKT36530,7858-GTZSP,2025-09-29,login_issue,44,1,escalated
TKT86799,3285-UCQVC,2025-09-29,login_issue,14,2,resolved
TKT21565,3285-UCQVC,2025-09-29,login_issue,38,3,resolved
TKT83262,3285-UCQVC,2025-09-29,billing,15,4,open
TKT45779,3285-UCQVC,2025-09-29,performance,41,4,resolved
TKT48044,3285-UCQVC,2025-09-29,feature_request,2,1,escalated
TKT48039,3285-UCQVC,2025-09-29,feature_request,1,5,escalated
TKT69550,3285-UCQVC,2025-09-29,login_issue,2,1,resolved
TKT94682,6248-BSHKG,2025-09-29,billing,24,3,open
TKT60521,4685-TFLLS,2025-09-29,performance,39,3,escalated
TKT99298,4685-TFLLS,2025-09-29,billing,47,5,open
TKT83157,1209-VFFOC,2025-09-29,login_issue,36,1,resolved
TKT38031,1209-VFFOC,2025-09-29,feature_request,9,1,escalated
TKT81194,1209-VFFOC,2025-09-29,login_issue,3,3,open
TKT77207,8224-DWCKX,2025-09-29,billing,22,4,escalated
TKT24375,8224-DWCKX,2025-09-29,feature_request,31,2,escalated
TKT21684,8224-DWCKX,2025-09-29,login_issue,34,2,escalated
TKT73056,5482-PLVPE,2025-09-29,login_issue,21,3,open
TKT85820,5482-PLVPE,2025-09-29,technical,56,1,escalated
TKT36214,5482-PLVPE,2025-09-29,performance,13,4,open
TKT99281,5482-PLVPE,2025-09-29,login_issue,30,4,escalated
TKT21842,4553-DVPZG,2025-09-29,performance,24,3,open
TKT54691,4553-DVPZG,2025-09-29,performance,46,5,escalated
TKT99923,4902-OHLSK,2025-09-29,login_issue,16,2,open
TKT95965,4902-OHLSK,2025-09-29,feature_request,25,3,resolved
TKT96757,4902-OHLSK,2025-09-29,technical,25,4,escalated
TKT41382,4902-OHLSK,2025-09-29,billing,12,3,escalated
TKT13759,4902-OHLSK,2025-09-29,billing,24,4,open
TKT74493,4902-OHLSK,2025-09-29,technical,57,5,open
TKT16827,6917-IAYHD,2025-09-29,billing,47,3,escalated
TKT16421,6917-IAYHD,2025-09-29,feature_request,8,1,escalated
TKT13968,0495-ZBNGW,2025-09-29,performance,18,1,resolved
TKT41148,0495-ZBNGW,2025-09-29,billing,1,3,resolved
TKT93698,0495-ZBNGW,2025-09-29,login_issue,9,4,resolved
TKT97048,0495-ZBNGW,2025-09-29,technical,85,1,escalated
TKT29800,0495-ZBNGW,2025-09-29,technical,44,3,open
TKT49871,0495-ZBNGW,2025-09-29,login_issue,4,2,escalated
TKT45961,0495-ZBNGW,2025-09-29,technical,31,4,escalated
TKT81248,0495-ZBNGW,2025-09-29,technical,69,5,escalated
TKT97307,8620-RJPZN,2025-09-29,billing,31,5,open
TKT63081,8620-RJPZN,2025-09-29,login_issue,14,2,open
TKT52000,8620-RJPZN,2025-09-29,feature_request,34,3,resolved
TKT11919,2642-MAWLJ,2025-09-29,billing,46,1,escalated
TKT48986,2357-COQEK,2025-09-29,billing,32,1,escalated
TKT44825,2357-COQEK,2025-09-29,login_issue,32,3,resolved
TKT74663,2357-COQEK,2025-09-29,technical,87,3,escalated
TKT42567,3737-GCSPV,2025-09-29,performance,27,1,escalated
TKT48628,3737-GCSPV,2025-09-29,feature_request,10,2,escalated
TKT61174,3737-GCSPV,2025-09-29,billing,12,5,resolved
TKT56233,3737-GCSPV,2025-09-29,performance,47,3,open
TKT63278,3737-GCSPV,2025-09-29,technical,94,5,escalated
TKT23444,2027-WKXMW,2025-09-29,login_issue,37,2,open
TKT81456,7137-NAXML,2025-09-29,login_issue,17,5,resolved
TKT84128,7137-NAXML,2025-09-29,technical,65,2,open
TKT71147,7137-NAXML,2025-09-29,billing,40,2,open
TKT66136,2961-VNFKL,2025-09-29,feature_request,26,5,resolved
TKT80229,2961-VNFKL,2025-09-29,billing,33,3,open
TKT59039,6963-KQYQB,2025-09-29,billing,12,3,resolved
TKT79644,5934-RMPOV,2025-09-29,technical,47,4,open
TKT82392,5934-RMPOV,2025-09-29,performance,16,5,escalated
TKT62427,1207-BLKSA,2025-09-29,billing,35,4,escalated
TKT70492,1207-BLKSA,2025-09-29,feature_request,28,5,escalated
TKT56160,1207-BLKSA,2025-09-29,login_issue,42,4,escalated
TKT57258,4088-YLDSU,2025-09-29,billing,23,1,resolved
TKT28803,4088-YLDSU,2025-09-29,login_issue,9,2,resolved
TKT80675,8316-BBQAY,2025-09-29,technical,61,5,open
TKT28289,8316-BBQAY,2025-09-29,technical,61,1,open
TKT46173,8316-BBQAY,2025-09-29,feature_request,15,3,resolved
TKT86210,1166-PQLGG,2025-09-29,technical,77,1,resolved
TKT44070,1166-PQLGG,2025-09-29,technical,81,2,resolved
TKT36030,1166-PQLGG,2025-09-29,feature_request,10,2,resolved
TKT22955,3146-JTQHR,2025-09-29,feature_request,21,4,resolved
TKT91113,3146-JTQHR,2025-09-29,feature_request,28,1,escalated
TKT19801,4291-YZODP,2025-09-29,performance,13,2,escalated
TKT90836,4291-YZODP,2025-09-29,billing,30,5,escalated
TKT78702,4291-YZODP,2025-09-29,login_issue,14,1,resolved
TKT16011,6427-FEFIG,2025-09-29,technical,44,3,open
TKT14208,6427-FEFIG,2025-09-29,login_issue,31,2,resolved
TKT13864,6427-FEFIG,2025-09-29,performance,7,3,resolved
TKT87355,8706-HRADD,2025-09-29,login_issue,43,5,open
TKT51421,8706-HRADD,2025-09-29,login_issue,31,4,escalated
TKT31032,4385-ZKVNW,2025-09-29,performance,40,4,resolved
