customerID,tenure,MonthlyCharges,Contract,churn_probability,churn_risk_score,predicted_risk_segment,recommended_action,total_tickets,avg_satisfaction,health_score,revenue_at_risk
6825-UYPFK,23,75.6,Month-to-month,0.9960855814200074,99.61,High Risk,Urgent - Retention Campaign,4.0,3.25,67.4,907.1999999999999
8696-JKZNU,37,76.25,Month-to-month,0.9960855545523803,99.61,High Risk,Urgent - Retention Campaign,8.0,3.0,67.9,915.0
3858-VOBET,23,74.95,Month-to-month,0.996081784879364,99.61,High Risk,Urgent - Retention Campaign,6.0,2.67,59.7,899.4000000000001
8642-GVWRF,2,79.7,Month-to-month,0.9960807542146061,99.61,High Risk,Urgent - Retention Campaign,5.0,3.8,33.8,956.4000000000001
1699-HPSBG,12,59.8,One year,0.996073744780043,99.61,High Risk,Urgent - Retention Campaign,6.0,3.33,45.9,717.5999999999999
8443-ZRDBZ,4,76.05,Month-to-month,0.9960722419823711,99.61,High Risk,Urgent - Retention Campaign,8.0,2.38,42.2,912.5999999999999
8364-TRMMK,3,50.65,Month-to-month,0.9960712141802184,99.61,High Risk,Urgent - Retention Campaign,8.0,2.62,45.3,607.8
6173-ITPWD,47,83.35,Month-to-month,0.996058303967597,99.61,High Risk,Urgent - Retention Campaign,5.0,2.8,79.5,1000.1999999999999
0947-IDHRQ,7,80.3,Month-to-month,0.9960579894602539,99.61,High Risk,Urgent - Retention Campaign,8.0,2.88,46.3,963.5999999999999
3834-XUIFC,7,85.2,Month-to-month,0.9960522397284765,99.61,High Risk,Urgent - Retention Campaign,8.0,3.5,49.3,1022.4000000000001
0772-GYEQQ,3,88.35,Month-to-month,0.9960453201264067,99.6,High Risk,Urgent - Retention Campaign,6.0,3.5,38.4,1060.1999999999998
3045-XETSH,10,94.85,Month-to-month,0.9960372998211969,99.6,High Risk,Urgent - Retention Campaign,6.0,3.33,58.1,1138.1999999999998
7743-EXURX,8,51.05,Month-to-month,0.9960371489313975,99.6,High Risk,Urgent - Retention Campaign,4.0,2.5,37.6,612.5999999999999
6275-YDUVO,2,86.2,Month-to-month,0.9960344770052736,99.6,High Risk,Urgent - Retention Campaign,6.0,2.83,35.5,1034.4
6941-PMGEP,5,80.0,Month-to-month,0.9960343625050404,99.6,High Risk,Urgent - Retention Campaign,6.0,2.67,41.3,960.0
0940-OUQEC,10,80.7,Month-to-month,0.9960337535395059,99.6,High Risk,Urgent - Retention Campaign,6.0,3.5,47.2,968.4000000000001
5687-DKDTV,4,20.35,Month-to-month,0.9960329210596347,99.6,High Risk,Urgent - Retention Campaign,6.0,2.0,45.7,244.20000000000002
8183-ONMXC,2,80.75,Month-to-month,0.9960326728483657,99.6,High Risk,Urgent - Retention Campaign,7.0,3.43,33.5,969.0
4139-SUGLD,31,35.4,Month-to-month,0.9960280509031739,99.6,High Risk,Urgent - Retention Campaign,4.0,2.25,52.8,424.79999999999995
6141-OOXUQ,1,19.65,Month-to-month,0.9960235159161627,99.6,High Risk,Urgent - Retention Campaign,6.0,4.17,43.6,235.79999999999998
7693-LCKZL,5,80.15,Month-to-month,0.9960186001938726,99.6,High Risk,Urgent - Retention Campaign,6.0,1.83,37.9,961.8000000000001
7903-CMPEY,1,80.3,Month-to-month,0.9960154347420449,99.6,High Risk,Urgent - Retention Campaign,4.0,2.0,33.7,963.5999999999999
9863-JZAIC,35,55.0,Month-to-month,0.9960148702325518,99.6,High Risk,Urgent - Retention Campaign,6.0,2.67,75.0,660.0
8634-CILSZ,69,104.7,One year,0.9960068835326569,99.6,High Risk,Urgent - Retention Campaign,5.0,3.2,80.0,1256.4
6087-MVHJH,16,88.45,Month-to-month,0.9959981375965546,99.6,High Risk,Urgent - Retention Campaign,7.0,3.0,74.6,1061.4
1383-EZRWL,7,20.05,Month-to-month,0.9959959125950443,99.6,High Risk,Urgent - Retention Campaign,8.0,2.88,38.3,240.60000000000002
4847-QNOKA,1,44.9,Month-to-month,0.9959925863062343,99.6,High Risk,Urgent - Retention Campaign,7.0,2.57,39.2,538.8
4695-WJZUE,2,88.55,Month-to-month,0.9959904595877291,99.6,High Risk,Urgent - Retention Campaign,7.0,3.86,48.2,1062.6
9874-QLCLH,17,104.2,Month-to-month,0.9959903801878922,99.6,High Risk,Urgent - Retention Campaign,4.0,1.75,69.9,1250.4
8593-WHYHV,3,85.3,Month-to-month,0.9959898566200216,99.6,High Risk,Urgent - Retention Campaign,8.0,4.0,49.0,1023.5999999999999
5493-SDRDQ,2,55.1,Month-to-month,0.9959894327082829,99.6,High Risk,Urgent - Retention Campaign,5.0,3.0,51.0,661.2
4855-SNKMY,1,44.1,Month-to-month,0.9959879882320724,99.6,High Risk,Urgent - Retention Campaign,5.0,3.0,43.3,529.2
6060-DRTNL,5,84.85,Month-to-month,0.9959879554319079,99.6,High Risk,Urgent - Retention Campaign,7.0,3.43,56.5,1018.1999999999999
5922-ABDVO,19,89.65,Month-to-month,0.9959857800315729,99.6,High Risk,Urgent - Retention Campaign,4.0,4.5,72.5,1075.8000000000002
8063-GBATB,27,85.25,Month-to-month,0.9959800273382332,99.6,High Risk,Urgent - Retention Campaign,4.0,2.0,59.3,1023.0
2362-IBOOY,36,84.75,Month-to-month,0.9959787235966773,99.6,High Risk,Urgent - Retention Campaign,7.0,3.14,73.6,1017.0
9378-FXTIZ,54,70.15,One year,0.9959768472099155,99.6,High Risk,Urgent - Retention Campaign,4.0,3.5,82.4,841.8000000000001
4588-YBNIB,1,19.6,Month-to-month,0.9959759340571885,99.6,High Risk,Urgent - Retention Campaign,6.0,2.83,30.8,235.20000000000002
7065-YUNRY,1,45.3,Month-to-month,0.9959752341693302,99.6,High Risk,Urgent - Retention Campaign,5.0,2.2,46.1,543.5999999999999
6892-XPFPU,24,104.25,Month-to-month,0.9959750786280795,99.6,High Risk,Urgent - Retention Campaign,6.0,4.17,77.9,1251.0
5073-WXOYN,60,50.8,Month-to-month,0.995973325362335,99.6,High Risk,Urgent - Retention Campaign,4.0,3.25,75.9,609.5999999999999
6270-OMFIW,60,94.4,One year,0.995972043027317,99.6,High Risk,Urgent - Retention Campaign,5.0,3.6,73.7,1132.8000000000002
4846-WHAFZ,37,76.5,Month-to-month,0.9959708277983647,99.6,High Risk,Urgent - Retention Campaign,6.0,2.5,71.9,918.0
0895-DQHEW,54,104.3,Month-to-month,0.9959642943805846,99.6,High Risk,Urgent - Retention Campaign,5.0,2.6,69.8,1251.6
0621-TWIEM,10,45.55,Month-to-month,0.9959618838102098,99.6,High Risk,Urgent - Retention Campaign,7.0,2.71,53.2,546.5999999999999
2195-ZRVAX,47,85.3,Month-to-month,0.9959595156483817,99.6,High Risk,Urgent - Retention Campaign,7.0,3.29,68.2,1023.5999999999999
1112-CUNAO,15,89.85,Month-to-month,0.9959590359604136,99.6,High Risk,Urgent - Retention Campaign,8.0,3.0,62.4,1078.1999999999998
0324-BRPCJ,68,100.2,Month-to-month,0.9959532228545215,99.6,High Risk,Urgent - Retention Campaign,4.0,2.5,76.9,1202.4
7198-GLXTC,2,79.0,Month-to-month,0.9959464062736808,99.59,High Risk,Urgent - Retention Campaign,6.0,3.33,50.5,948.0
9174-FKWZE,1,19.45,Month-to-month,0.9959437283295329,99.59,High Risk,Urgent - Retention Campaign,4.0,3.75,51.3,233.39999999999998
7377-DMMRI,2,47.8,Month-to-month,0.9959412251739213,99.59,High Risk,Urgent - Retention Campaign,7.0,3.29,51.5,573.5999999999999
9824-BEMCV,17,69.0,Month-to-month,0.9959393261068947,99.59,High Risk,Urgent - Retention Campaign,6.0,3.0,69.5,828.0
0506-LVNGN,5,75.55,Month-to-month,0.9959393070454224,99.59,High Risk,Urgent - Retention Campaign,8.0,2.62,39.9,906.5999999999999
4446-BZKHU,61,105.55,Month-to-month,0.9959362320665982,99.59,High Risk,Urgent - Retention Campaign,4.0,3.0,85.9,1266.6
6595-COKXZ,1,44.45,Month-to-month,0.9959348367581253,99.59,High Risk,Urgent - Retention Campaign,7.0,2.71,51.3,533.4000000000001
7839-QRKXN,1,20.2,Month-to-month,0.9959329424871654,99.59,High Risk,Urgent - Retention Campaign,5.0,2.4,39.7,242.39999999999998
0156-FVPTA,22,54.2,Month-to-month,0.9959318571847975,99.59,High Risk,Urgent - Retention Campaign,6.0,2.5,64.7,650.4000000000001
1591-NFNLQ,51,80.0,Month-to-month,0.9959296443690167,99.59,High Risk,Urgent - Retention Campaign,6.0,2.33,79.9,960.0
4662-EKDPQ,2,62.05,Month-to-month,0.9959290856610321,99.59,High Risk,Urgent - Retention Campaign,5.0,2.6,41.4,744.5999999999999
0637-KVDLV,2,76.5,Month-to-month,0.9959274539357598,99.59,High Risk,Urgent - Retention Campaign,8.0,2.88,49.3,918.0
8305-VHZBZ,1,20.2,Month-to-month,0.9959268435086756,99.59,High Risk,Urgent - Retention Campaign,6.0,2.33,38.2,242.39999999999998
5590-BYNII,22,100.75,Month-to-month,0.9959256851928897,99.59,High Risk,Urgent - Retention Campaign,5.0,2.6,75.3,1209.0
4369-HTUIF,6,85.15,Month-to-month,0.9959247730697864,99.59,High Risk,Urgent - Retention Campaign,7.0,3.14,45.8,1021.8000000000001
3488-PGMQJ,8,74.5,Month-to-month,0.9959227646707993,99.59,High Risk,Urgent - Retention Campaign,7.0,2.86,48.9,894.0
6227-HWPWX,15,69.0,Month-to-month,0.9959216994561507,99.59,High Risk,Urgent - Retention Campaign,7.0,2.86,65.4,828.0
7638-QVMVY,7,79.0,Month-to-month,0.9959205979618971,99.59,High Risk,Urgent - Retention Campaign,7.0,2.29,46.3,948.0
5364-XYIRR,51,94.65,Month-to-month,0.9959205658178101,99.59,High Risk,Urgent - Retention Campaign,5.0,2.4,70.0,1135.8000000000002
4250-FDVOU,6,56.25,Month-to-month,0.9959203591446661,99.59,High Risk,Urgent - Retention Campaign,8.0,2.62,45.5,675.0
9231-ZJYAM,4,78.85,Month-to-month,0.9959188636634033,99.59,High Risk,Urgent - Retention Campaign,8.0,3.75,46.5,946.1999999999999
6907-NZZIJ,36,99.15,Month-to-month,0.9959166915325837,99.59,High Risk,Urgent - Retention Campaign,7.0,3.14,79.6,1189.8000000000002
2609-IAICY,1,77.15,Month-to-month,0.9959108857118572,99.59,High Risk,Urgent - Retention Campaign,6.0,2.67,43.8,925.8000000000001
8035-BUYVG,40,42.35,One year,0.9959064314820805,99.59,High Risk,Urgent - Retention Campaign,8.0,2.62,63.0,508.20000000000005
3398-ZOUAA,21,69.1,Month-to-month,0.9959056001456631,99.59,High Risk,Urgent - Retention Campaign,8.0,3.5,70.2,829.1999999999999
5175-AOBHI,4,46.0,Month-to-month,0.9958991614448266,99.59,High Risk,Urgent - Retention Campaign,5.0,4.0,53.1,552.0
3211-ILJTT,17,70.4,Month-to-month,0.9958984190620339,99.59,High Risk,Urgent - Retention Campaign,4.0,3.75,76.7,844.8000000000001
5685-IIXLY,5,83.6,Month-to-month,0.9958972082612815,99.59,High Risk,Urgent - Retention Campaign,6.0,1.83,43.3,1003.1999999999999
2722-VOJQL,64,105.65,One year,0.9958964245670059,99.59,High Risk,Urgent - Retention Campaign,5.0,3.8,93.0,1267.8000000000002
2568-BRGYX,4,70.2,Month-to-month,0.9958948063379244,99.59,High Risk,Urgent - Retention Campaign,5.0,2.6,48.1,842.4000000000001
4576-CSAJH,22,55.15,One year,0.9958946249269995,99.59,High Risk,Urgent - Retention Campaign,8.0,2.88,62.0,661.8
2592-SEIFQ,3,24.75,Month-to-month,0.9958934483752939,99.59,High Risk,Urgent - Retention Campaign,8.0,2.62,37.3,297.0
0748-RDGGM,70,109.5,One year,0.9958932926272684,99.59,High Risk,Urgent - Retention Campaign,7.0,2.71,84.9,1314.0
8773-HHUOZ,17,64.7,Month-to-month,0.995891431476356,99.59,High Risk,Urgent - Retention Campaign,4.0,2.5,69.9,776.4000000000001
3838-OZURD,66,105.0,Month-to-month,0.9958865410437694,99.59,High Risk,Urgent - Retention Campaign,6.0,2.83,77.1,1260.0
0504-HHAPI,27,88.3,Month-to-month,0.9958854044741599,99.59,High Risk,Urgent - Retention Campaign,7.0,3.0,70.5,1059.6
0256-LTHVJ,28,81.05,Month-to-month,0.9958827564786734,99.59,High Risk,Urgent - Retention Campaign,7.0,2.86,71.4,972.5999999999999
1618-CFHME,2,75.9,Month-to-month,0.9958810179900576,99.59,High Risk,Urgent - Retention Campaign,4.0,3.0,44.2,910.8000000000001
2984-MIIZL,4,74.8,Month-to-month,0.9958792392239094,99.59,High Risk,Urgent - Retention Campaign,6.0,2.67,44.6,897.5999999999999
6437-UKHMV,7,79.7,Month-to-month,0.9958790455637776,99.59,High Risk,Urgent - Retention Campaign,4.0,3.25,53.3,956.4000000000001
8623-TMRBY,51,84.2,Month-to-month,0.9958760658295858,99.59,High Risk,Urgent - Retention Campaign,6.0,3.17,64.4,1010.4000000000001
3276-HDUEG,1,75.05,Month-to-month,0.9958710541862571,99.59,High Risk,Urgent - Retention Campaign,7.0,3.57,50.4,900.5999999999999
2868-MZAGQ,1,79.25,Month-to-month,0.9958709939718113,99.59,High Risk,Urgent - Retention Campaign,7.0,2.71,44.5,951.0
8808-ELEHO,8,81.25,Month-to-month,0.9958702420720107,99.59,High Risk,Urgent - Retention Campaign,5.0,3.0,50.6,975.0
7599-FKVXZ,42,106.15,Month-to-month,0.9958685196061576,99.59,High Risk,Urgent - Retention Campaign,5.0,4.0,75.7,1273.8000000000002
4471-KXAUH,42,84.3,Month-to-month,0.9958674372173433,99.59,High Risk,Urgent - Retention Campaign,8.0,3.38,73.2,1011.5999999999999
2189-WWOEW,15,85.9,Month-to-month,0.9958649423238981,99.59,High Risk,Urgent - Retention Campaign,7.0,3.14,60.5,1030.8000000000002
0031-PVLZI,4,20.35,Month-to-month,0.9958625710730457,99.59,High Risk,Urgent - Retention Campaign,8.0,3.5,39.3,244.20000000000002
7028-DVOIQ,35,99.05,Month-to-month,0.995862007441184,99.59,High Risk,Urgent - Retention Campaign,6.0,4.17,82.8,1188.6
9451-LPGOO,7,86.8,Month-to-month,0.9958559349184224,99.59,High Risk,Urgent - Retention Campaign,6.0,3.0,37.5,1041.6
5688-KZTSN,15,20.0,Month-to-month,0.9958549002649342,99.59,High Risk,Urgent - Retention Campaign,4.0,3.0,47.2,240.0
3753-TSEMP,15,88.15,Month-to-month,0.9958522739094793,99.59,High Risk,Urgent - Retention Campaign,4.0,2.5,58.0,1057.8000000000002
7931-PXHFC,38,62.3,One year,0.995851380690849,99.59,High Risk,Urgent - Retention Campaign,6.0,3.17,74.8,747.5999999999999
4229-CZMLL,6,74.9,Month-to-month,0.9958470983346484,99.58,High Risk,Urgent - Retention Campaign,6.0,3.17,39.1,898.8000000000001
6653-CBBOM,1,70.3,Month-to-month,0.9958439942959479,99.58,High Risk,Urgent - Retention Campaign,6.0,3.67,46.0,843.5999999999999
2856-NNASM,43,89.55,Month-to-month,0.9958408279347889,99.58,High Risk,Urgent - Retention Campaign,5.0,1.8,61.1,1074.6
5485-WUYWF,2,66.4,Month-to-month,0.9958354436807632,99.58,High Risk,Urgent - Retention Campaign,7.0,2.57,40.0,796.8000000000001
7587-RZNME,3,43.3,Month-to-month,0.9958338784601702,99.58,High Risk,Urgent - Retention Campaign,5.0,3.0,40.8,519.5999999999999
5154-VEKBL,9,58.5,Month-to-month,0.9958327879755877,99.58,High Risk,Urgent - Retention Campaign,5.0,2.6,50.1,702.0
8065-YKXKD,10,74.75,Month-to-month,0.9958295801256338,99.58,High Risk,Urgent - Retention Campaign,8.0,2.38,51.3,897.0
4910-AQFFX,9,79.35,Month-to-month,0.9958230649444143,99.58,High Risk,Urgent - Retention Campaign,5.0,2.0,38.9,952.1999999999999
4248-HCETZ,30,79.65,Month-to-month,0.9958221703795971,99.58,High Risk,Urgent - Retention Campaign,5.0,3.6,76.7,955.8000000000001
0719-SYFRB,12,61.65,Month-to-month,0.995819389371122,99.58,High Risk,Urgent - Retention Campaign,4.0,3.5,58.1,739.8
1024-VRZHF,11,74.95,Month-to-month,0.995815473961631,99.58,High Risk,Urgent - Retention Campaign,4.0,3.5,35.7,899.4000000000001
4195-SMMNX,2,20.35,Month-to-month,0.9958084027783206,99.58,High Risk,Urgent - Retention Campaign,8.0,3.5,37.6,244.20000000000002
6015-VVHHE,5,83.15,Month-to-month,0.9958083335667436,99.58,High Risk,Urgent - Retention Campaign,5.0,2.6,41.0,997.8000000000001
4193-ORFCL,1,45.1,Month-to-month,0.9958048343986273,99.58,High Risk,Urgent - Retention Campaign,8.0,2.62,41.8,541.2
5440-FLBQG,69,108.4,Two year,0.9957897599730984,99.58,High Risk,Urgent - Retention Campaign,5.0,4.4,86.6,1300.8000000000002
6899-PPEEA,37,96.55,Month-to-month,0.9957872273098679,99.58,High Risk,Urgent - Retention Campaign,8.0,2.38,61.8,1158.6
8155-IBNHG,24,75.4,Month-to-month,0.9957863967823851,99.58,High Risk,Urgent - Retention Campaign,4.0,2.75,71.1,904.8000000000001
9948-YPTDG,38,79.45,Month-to-month,0.995785409941663,99.58,High Risk,Urgent - Retention Campaign,5.0,2.2,62.0,953.4000000000001
7503-QQRVF,16,74.3,Month-to-month,0.9957837981095132,99.58,High Risk,Urgent - Retention Campaign,7.0,2.57,74.7,891.5999999999999
4554-YGZIH,49,90.05,Month-to-month,0.9957829963907948,99.58,High Risk,Urgent - Retention Campaign,4.0,3.0,77.2,1080.6
3244-DCJWY,1,70.25,Month-to-month,0.9957784514811686,99.58,High Risk,Urgent - Retention Campaign,6.0,2.33,47.4,843.0
1304-NECVQ,2,78.55,Month-to-month,0.9957782255445341,99.58,High Risk,Urgent - Retention Campaign,5.0,2.6,37.0,942.5999999999999
4404-HIBDJ,25,74.3,One year,0.9957726768859122,99.58,High Risk,Urgent - Retention Campaign,4.0,3.0,69.3,891.5999999999999
2684-EIWEO,30,91.7,Month-to-month,0.9957723334881862,99.58,High Risk,Urgent - Retention Campaign,8.0,2.88,69.7,1100.4
8565-CLBZW,24,89.85,Month-to-month,0.9957718166099725,99.58,High Risk,Urgent - Retention Campaign,5.0,3.4,67.7,1078.1999999999998
4143-HHPMK,52,85.35,Month-to-month,0.9957705461040991,99.58,High Risk,Urgent - Retention Campaign,8.0,3.88,76.2,1024.1999999999998
7739-LAXOG,32,91.05,Month-to-month,0.9957676823273262,99.58,High Risk,Urgent - Retention Campaign,4.0,2.0,63.7,1092.6
1254-IZEYF,31,99.95,Month-to-month,0.99575489774327,99.58,High Risk,Urgent - Retention Campaign,4.0,3.5,70.0,1199.4
7854-EDSSA,22,59.0,Month-to-month,0.9957507392026401,99.58,High Risk,Urgent - Retention Campaign,7.0,2.14,58.5,708.0
1226-UDFZR,2,49.6,Month-to-month,0.9957504098023547,99.58,High Risk,Urgent - Retention Campaign,6.0,2.67,51.4,595.2
4629-NRXKX,2,70.4,Month-to-month,0.9957448810086299,99.57,High Risk,Urgent - Retention Campaign,7.0,2.57,35.0,844.8000000000001
7133-VBDCG,25,79.85,Month-to-month,0.9957348114507043,99.57,High Risk,Urgent - Retention Campaign,7.0,3.14,78.3,958.1999999999999
6715-OFDBP,5,70.05,Month-to-month,0.9957334850587328,99.57,High Risk,Urgent - Retention Campaign,4.0,4.75,49.0,840.5999999999999
2359-KMGLI,24,80.25,Month-to-month,0.9957267931754386,99.57,High Risk,Urgent - Retention Campaign,4.0,3.25,74.9,963.0
2884-GBPFB,35,70.3,Month-to-month,0.9957181307568069,99.57,High Risk,Urgent - Retention Campaign,5.0,3.2,66.3,843.5999999999999
3707-LRWZD,32,84.05,One year,0.9957148210219097,99.57,High Risk,Urgent - Retention Campaign,8.0,2.38,65.8,1008.5999999999999
6595-YGXIT,25,88.95,Month-to-month,0.9957113069898577,99.57,High Risk,Urgent - Retention Campaign,7.0,2.14,75.5,1067.4
0818-OCPZO,27,81.45,Month-to-month,0.9957109451747028,99.57,High Risk,Urgent - Retention Campaign,4.0,2.75,71.9,977.4000000000001
1689-MRZQR,34,78.3,Month-to-month,0.9957092202063325,99.57,High Risk,Urgent - Retention Campaign,4.0,2.75,79.8,939.5999999999999
3765-JXVKY,1,74.7,Month-to-month,0.9957088014785186,99.57,High Risk,Urgent - Retention Campaign,4.0,4.0,39.9,896.4000000000001
9776-CLUJA,51,77.5,Month-to-month,0.9957086595604125,99.57,High Risk,Urgent - Retention Campaign,8.0,3.0,82.0,930.0
0257-ZESQC,27,75.2,Month-to-month,0.995702192198855,99.57,High Risk,Urgent - Retention Campaign,6.0,3.5,67.7,902.4000000000001
1583-IHQZE,12,112.95,Month-to-month,0.9956956594139995,99.57,High Risk,Urgent - Retention Campaign,8.0,2.12,50.2,1355.4
8280-MQRQN,1,50.45,Month-to-month,0.9956935255855573,99.57,High Risk,Urgent - Retention Campaign,7.0,3.57,49.4,605.4000000000001
9907-SWKKF,1,25.05,Month-to-month,0.9956912737399745,99.57,High Risk,Urgent - Retention Campaign,7.0,2.57,35.4,300.6
2026-TGDHM,7,79.3,Month-to-month,0.995690294649359,99.57,High Risk,Urgent - Retention Campaign,4.0,3.25,52.1,951.5999999999999
7663-RGWBC,1,44.15,Month-to-month,0.995690118804069,99.57,High Risk,Urgent - Retention Campaign,6.0,2.67,50.6,529.8
2272-QAGFO,14,74.3,Month-to-month,0.9956884115112772,99.57,High Risk,Urgent - Retention Campaign,6.0,2.83,58.4,891.5999999999999
3254-YRILK,19,88.2,Month-to-month,0.9956884078039342,99.57,High Risk,Urgent - Retention Campaign,6.0,2.0,61.9,1058.4
1501-SGHBW,2,45.85,Month-to-month,0.9956850560254191,99.57,High Risk,Urgent - Retention Campaign,7.0,2.0,37.2,550.2
3058-HJCUY,41,102.6,One year,0.9956841155906272,99.57,High Risk,Urgent - Retention Campaign,6.0,3.33,67.3,1231.1999999999998
0471-LVHGK,41,73.0,One year,0.9956749827442147,99.57,High Risk,Urgent - Retention Campaign,5.0,2.0,66.8,876.0
1623-NLDOT,42,33.55,One year,0.9956657409043652,99.57,High Risk,Urgent - Retention Campaign,6.0,2.67,60.1,402.59999999999997
8993-PHFWD,3,25.25,Month-to-month,0.995664277129836,99.57,High Risk,Urgent - Retention Campaign,4.0,3.0,36.4,303.0
2024-BASKD,1,74.6,Month-to-month,0.995662516530664,99.57,High Risk,Urgent - Retention Campaign,4.0,2.75,39.7,895.1999999999999
8837-VVWLQ,8,84.95,Month-to-month,0.9956600074789859,99.57,High Risk,Urgent - Retention Campaign,4.0,4.5,59.2,1019.4000000000001
9412-ARGBX,48,95.5,Two year,0.9956573546931395,99.57,High Risk,Urgent - Retention Campaign,5.0,2.2,70.1,1146.0
1271-SJBGZ,12,43.65,Month-to-month,0.9956564973377742,99.57,High Risk,Urgent - Retention Campaign,6.0,2.67,48.6,523.8
5228-EXCET,13,80.85,Month-to-month,0.9956549185851669,99.57,High Risk,Urgent - Retention Campaign,8.0,3.12,75.5,970.1999999999999
6927-WTFIV,20,71.3,Month-to-month,0.9956547791410197,99.57,High Risk,Urgent - Retention Campaign,6.0,3.33,68.7,855.5999999999999
5876-HZVZM,6,55.9,Month-to-month,0.9956545671333884,99.57,High Risk,Urgent - Retention Campaign,4.0,2.0,42.5,670.8
3685-YLCMQ,58,104.65,One year,0.9956545014525797,99.57,High Risk,Urgent - Retention Campaign,5.0,3.2,72.7,1255.8000000000002
5552-ZNFSJ,1,45.3,Month-to-month,0.9956531412372953,99.57,High Risk,Urgent - Retention Campaign,5.0,3.4,55.9,543.5999999999999
1644-IRKSF,33,93.8,One year,0.9956529150439963,99.57,High Risk,Urgent - Retention Campaign,4.0,2.25,66.2,1125.6
3066-RRJIO,1,69.95,Month-to-month,0.9956474748478709,99.56,High Risk,Urgent - Retention Campaign,4.0,2.5,41.3,839.4000000000001
2114-MGINA,14,89.8,Month-to-month,0.9956448053336004,99.56,High Risk,Urgent - Retention Campaign,6.0,4.0,76.9,1077.6
6635-MYYYZ,30,85.35,One year,0.9956437053054755,99.56,High Risk,Urgent - Retention Campaign,6.0,2.0,60.1,1024.1999999999998
3372-KWFBM,16,86.6,Month-to-month,0.9956417137972817,99.56,High Risk,Urgent - Retention Campaign,8.0,3.0,56.4,1039.1999999999998
9809-IMGCQ,22,96.7,Month-to-month,0.9956401732147053,99.56,High Risk,Urgent - Retention Campaign,5.0,3.6,79.9,1160.4
0875-CABNR,10,84.6,Month-to-month,0.9956397720153414,99.56,High Risk,Urgent - Retention Campaign,8.0,2.0,43.0,1015.1999999999999
7730-IUTDZ,43,75.2,Month-to-month,0.99563881399859,99.56,High Risk,Urgent - Retention Campaign,6.0,3.5,69.1,902.4000000000001
2027-OAQQC,43,49.05,Month-to-month,0.99563827870261,99.56,High Risk,Urgent - Retention Campaign,6.0,2.83,62.3,588.5999999999999
4817-QRJSX,10,81.0,Month-to-month,0.9956250342866034,99.56,High Risk,Urgent - Retention Campaign,5.0,3.0,50.2,972.0
8276-MQBYC,51,97.8,Month-to-month,0.9956241854527199,99.56,High Risk,Urgent - Retention Campaign,4.0,3.5,84.6,1173.6
7541-YLXCL,36,65.4,One year,0.9956212136556878,99.56,High Risk,Urgent - Retention Campaign,7.0,3.29,73.6,784.8000000000001
3074-GQWYX,5,75.9,Month-to-month,0.9956195340631026,99.56,High Risk,Urgent - Retention Campaign,4.0,3.25,46.6,910.8000000000001
5931-FLJJF,7,70.1,Month-to-month,0.9956173658958195,99.56,High Risk,Urgent - Retention Campaign,8.0,2.62,45.2,841.1999999999999
6641-XRPSU,34,70.0,Month-to-month,0.9956148363023664,99.56,High Risk,Urgent - Retention Campaign,4.0,3.25,66.2,840.0
0196-VULGZ,6,84.35,Month-to-month,0.9956099381392974,99.56,High Risk,Urgent - Retention Campaign,4.0,2.0,41.3,1012.1999999999999
3768-NLUBH,57,100.6,Month-to-month,0.9956050995727866,99.56,High Risk,Urgent - Retention Campaign,7.0,1.71,60.9,1207.1999999999998
3096-IZETN,12,78.1,Month-to-month,0.9955993036949911,99.56,High Risk,Urgent - Retention Campaign,5.0,2.4,54.3,937.1999999999999
0260-ZDLGK,9,72.9,Month-to-month,0.9955972187397397,99.56,High Risk,Urgent - Retention Campaign,4.0,3.0,47.3,874.8000000000001
6298-QDFNH,22,79.35,Month-to-month,0.9955961692683104,99.56,High Risk,Urgent - Retention Campaign,7.0,4.0,76.7,952.1999999999999
2219-MVUSO,8,45.15,Month-to-month,0.9955954271523051,99.56,High Risk,Urgent - Retention Campaign,4.0,2.75,55.2,541.8
5301-GAUUY,32,80.35,Month-to-month,0.9955926921050451,99.56,High Risk,Urgent - Retention Campaign,7.0,2.86,64.7,964.1999999999999
8292-TYSPY,19,55.0,Month-to-month,0.9955765748481592,99.56,High Risk,Urgent - Retention Campaign,5.0,4.0,63.9,660.0
6140-QNRQQ,1,71.55,Month-to-month,0.9955645211814073,99.56,High Risk,Urgent - Retention Campaign,6.0,4.17,35.0,858.5999999999999
9530-EHPOH,11,53.75,Month-to-month,0.9955636355953335,99.56,High Risk,Urgent - Retention Campaign,6.0,2.33,53.2,645.0
2479-BRAMR,41,83.75,Month-to-month,0.9955617468825172,99.56,High Risk,Urgent - Retention Campaign,7.0,2.43,70.9,1005.0
6352-TWCAU,35,86.45,Month-to-month,0.9955596837558306,99.56,High Risk,Urgent - Retention Campaign,5.0,2.0,62.7,1037.4
9103-TCIHJ,15,55.7,Month-to-month,0.9955588397727285,99.56,High Risk,Urgent - Retention Campaign,8.0,2.75,66.2,668.4000000000001
9524-EGPJC,18,90.1,Month-to-month,0.9955545496667628,99.56,High Risk,Urgent - Retention Campaign,4.0,3.5,56.0,1081.1999999999998
7979-CORPM,24,90.55,Month-to-month,0.9955366714239366,99.55,High Risk,Urgent - Retention Campaign,6.0,3.17,67.3,1086.6
7142-HVGBG,43,103.0,Month-to-month,0.9955302085975162,99.55,High Risk,Urgent - Retention Campaign,5.0,2.4,66.5,1236.0
