customerID,tenure,MonthlyCharges,Contract,total_services,churn_risk_score,health_score,upsell_opportunity
5839-SUYVZ,16,74.55,Month-to-month,1,7.55,64.4,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
0946-FKYTX,52,30.1,One year,1,0.3,64.4,Add Protection Bundle; Add Streaming Services
4070-OKWVH,52,94.6,Month-to-month,3,10.12,64.4,Upgrade to Annual Contract; Add Tech Support
6147-CBCRA,33,20.05,Month-to-month,0,0.25,64.4,Add Protection Bundle; Upgrade to Annual Contract
3910-MRQOY,72,19.4,Two year,0,0.17,64.4,Add Protection Bundle
1790-NESIO,13,20.4,Two year,0,0.27,64.4,Add Protection Bundle
0980-FEXWF,26,50.35,One year,1,1.32,64.4,Add Protection Bundle; Add Streaming Services
0625-AFOHS,29,20.2,Two year,0,1.12,64.3,Add Protection Bundle; Add Tech Support
2027-DNKIV,37,58.75,One year,3,3.14,64.3,Add Streaming Services
2171-UDMFD,32,19.45,Month-to-month,0,0.22,64.3,Add Protection Bundle; Upgrade to Annual Contract
3498-LZGQZ,63,19.15,Two year,0,1.17,64.3,Add Protection Bundle
5242-UOWHD,45,20.35,Two year,0,0.91,64.2,Add Protection Bundle; Add Tech Support
0221-NAUXK,10,19.95,One year,0,0.22,64.2,Add Protection Bundle
3646-ITDGM,56,19.7,Two year,0,0.96,64.2,Add Protection Bundle
9286-BHDQG,72,45.25,Two year,4,1.12,64.2,Add Streaming Services
9710-NJERN,39,20.15,Two year,0,1.82,64.2,Add Protection Bundle; Add Tech Support
9838-BFCQT,72,26.1,Two year,0,0.13,64.2,Add Protection Bundle
7181-OQCUT,21,103.85,Month-to-month,4,23.5,64.2,Upgrade to Annual Contract; Add Tech Support
5902-WBLSE,70,20.15,Two year,0,0.19,64.2,Add Protection Bundle
5451-MHQOF,56,24.45,One year,0,0.32,64.2,Add Protection Bundle
2050-ONYDQ,65,26.0,Two year,0,0.28,64.1,Add Protection Bundle
1845-CSBRZ,22,85.35,Month-to-month,1,0.81,64.1,Add Protection Bundle; Upgrade to Annual Contract
5177-RVZNU,37,20.3,One year,0,1.25,64.1,Add Protection Bundle
9758-MFWGD,48,29.9,One year,1,1.35,64.1,Add Protection Bundle; Add Streaming Services; Add Tech Support
9554-DFKIC,30,54.45,Month-to-month,1,12.07,64.1,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
9058-MJLZC,24,94.6,Month-to-month,3,0.67,64.1,Upgrade to Annual Contract
3778-FOAQW,24,20.15,One year,0,1.28,64.1,Add Protection Bundle
5311-IHLEI,12,50.95,Month-to-month,4,0.19,64.1,Upgrade to Annual Contract
5146-YYFRZ,67,19.95,Two year,0,0.22,64.0,Add Protection Bundle
6729-GDNGC,20,80.7,Month-to-month,1,28.47,64.0,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
8883-GRDWQ,20,54.0,One year,2,2.83,64.0,Add Protection Bundle; Add Streaming Services
3507-GASNP,60,19.95,Two year,0,0.9,64.0,Add Protection Bundle; Add Tech Support
7727-SHVZV,9,19.5,Month-to-month,0,0.26,63.9,Add Protection Bundle
6633-SYEUS,23,83.2,Month-to-month,3,20.51,63.9,Add Streaming Services; Upgrade to Annual Contract
3088-LHEFH,11,79.0,Month-to-month,1,0.29,63.9,Add Protection Bundle; Add Streaming Services
4079-VTGLK,30,74.85,Two year,3,3.61,63.9,Add Tech Support
0019-GFNTW,56,45.05,Two year,4,0.9,63.9,Add Streaming Services
1430-SFQSA,29,35.6,One year,2,0.28,63.9,Add Protection Bundle; Add Streaming Services
9591-YVTEB,55,44.85,Month-to-month,3,0.31,63.9,Upgrade to Annual Contract
9442-JTWDL,11,20.05,One year,0,0.89,63.9,Add Protection Bundle
0281-CNTZX,63,19.95,Two year,0,0.28,63.9,Add Protection Bundle
1894-IGFSG,22,89.25,Month-to-month,2,29.98,63.8,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
4176-RELJR,67,25.1,Two year,0,0.43,63.8,Add Protection Bundle
9129-UXERG,18,103.6,Month-to-month,4,1.75,63.8,Upgrade to Annual Contract
9738-QLWTP,39,81.9,One year,2,0.26,63.8,Add Protection Bundle; Add Streaming Services
0780-XNZFN,57,20.65,Two year,0,0.27,63.8,Add Protection Bundle
7945-PRBVF,35,21.45,Two year,0,0.33,63.7,Add Protection Bundle
9620-ENEJV,6,70.55,Month-to-month,0,0.42,63.7,Add Protection Bundle; Add Streaming Services
5850-BDWCY,6,20.2,Month-to-month,0,0.25,63.7,Add Protection Bundle
5465-BUBFA,41,19.3,Two year,0,0.85,63.7,Add Protection Bundle; Add Tech Support
6223-DHJGV,42,20.65,One year,0,1.75,63.7,Add Protection Bundle
5160-UXJED,17,44.6,One year,0,0.27,63.7,Add Protection Bundle; Add Streaming Services
0314-TKOSI,6,55.15,Month-to-month,2,0.3,63.7,Add Protection Bundle; Add Streaming Services
0626-QXNGV,72,24.15,Two year,0,0.89,63.7,Add Protection Bundle; Add Tech Support
3727-OVPRY,66,25.7,One year,0,1.28,63.7,Add Protection Bundle
8215-NGSPE,42,20.0,Two year,0,0.73,63.7,Add Protection Bundle
7621-VPNET,42,85.9,Month-to-month,2,0.41,63.7,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
2073-QBVBI,41,35.45,One year,2,0.76,63.7,Add Protection Bundle; Add Streaming Services
2346-LOCWC,58,20.5,Two year,0,0.19,63.7,Add Protection Bundle
9957-YODKZ,6,80.8,Month-to-month,1,0.39,63.7,Add Protection Bundle; Add Streaming Services
8069-RHUXK,67,35.7,Two year,2,0.5,63.7,Add Protection Bundle; Add Streaming Services
7016-BPGEU,29,25.1,Month-to-month,0,17.42,63.7,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
2030-BTZRO,6,20.4,Two year,0,0.33,63.7,Add Protection Bundle
5266-PFRQK,52,20.85,One year,0,1.3,63.6,Add Protection Bundle; Add Tech Support
2569-WGERO,72,21.15,Two year,0,0.28,63.6,Add Protection Bundle
8221-EQDGL,35,61.0,Month-to-month,3,4.05,63.6,Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
4698-KVLLG,51,19.6,Two year,0,1.44,63.6,Add Protection Bundle; Add Tech Support
7493-GVFIO,57,20.55,Two year,0,0.71,63.6,Add Protection Bundle
2207-RYYRL,52,24.55,Two year,0,0.17,63.6,Add Protection Bundle
7089-RKVSZ,8,24.4,One year,0,0.21,63.6,Add Protection Bundle
4712-UYOOI,20,20.0,Month-to-month,0,0.66,63.6,Add Protection Bundle; Upgrade to Annual Contract
2466-FCCPT,20,19.7,One year,0,0.21,63.6,Add Protection Bundle
9938-EKRGF,15,84.45,Month-to-month,6,3.03,63.6,Upgrade to Annual Contract
6963-KQYQB,70,24.05,Two year,0,0.19,63.6,Add Protection Bundle
7746-AWNQW,28,35.75,Month-to-month,2,0.22,63.6,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
5480-XTFFL,31,21.0,Two year,0,0.23,63.6,Add Protection Bundle
1535-VTJOQ,24,25.15,Two year,0,0.3,63.5,Add Protection Bundle
4825-FUREZ,42,20.25,Two year,0,1.52,63.5,Add Protection Bundle; Add Tech Support
3689-MOZGR,29,31.2,Month-to-month,1,0.35,63.5,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
3887-PBQAO,45,25.9,One year,0,0.34,63.5,Add Protection Bundle
7191-ADRGF,44,54.3,Two year,4,3.23,63.5,Add Tech Support
3427-GGZZI,19,89.1,Month-to-month,2,0.44,63.5,Add Protection Bundle; Upgrade to Annual Contract
8763-KIAFH,27,20.55,One year,0,3.16,63.5,Add Protection Bundle
8249-THVEC,51,19.4,One year,0,0.16,63.4,Add Protection Bundle
6345-HOVES,34,25.05,Month-to-month,0,9.99,63.4,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
4500-HKANN,23,59.7,Two year,2,0.33,63.4,Add Protection Bundle; Add Streaming Services
3454-JFUBC,68,20.0,Two year,0,5.11,63.4,Add Protection Bundle; Add Tech Support
1207-BLKSA,52,23.05,Two year,0,0.89,63.4,Add Protection Bundle; Add Tech Support
2164-SOQXL,20,20.05,Month-to-month,0,0.29,63.4,Add Protection Bundle; Upgrade to Annual Contract
0939-EREMR,13,53.45,Month-to-month,2,4.55,63.4,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
1395-OFUWC,43,29.3,Month-to-month,1,2.81,63.4,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
2070-XYMFH,23,79.35,Month-to-month,1,0.68,63.4,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
1236-WFCDV,14,90.45,Month-to-month,2,27.11,63.4,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
4353-HYOJD,27,49.85,Month-to-month,1,0.21,63.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
2123-AGEEN,7,84.35,Month-to-month,2,0.34,63.3,Add Protection Bundle
1231-YNDEK,58,19.15,Two year,0,0.82,63.3,Add Protection Bundle
9693-XMUOB,59,50.25,Month-to-month,3,7.63,63.3,Upgrade to Annual Contract; Add Tech Support
2828-SLQPF,19,45.0,Month-to-month,0,0.65,63.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
3472-QPRCH,40,25.25,Two year,0,0.21,63.3,Add Protection Bundle
5495-GPSRW,20,19.7,Two year,0,1.97,63.2,Add Protection Bundle
8219-VYBVI,39,25.0,Two year,0,1.21,63.2,Add Protection Bundle
6339-DKLMK,13,31.65,Month-to-month,1,0.55,63.2,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
0506-YLVKJ,46,20.2,Two year,0,1.32,63.2,Add Protection Bundle; Add Tech Support
3128-YOVTD,51,79.15,Month-to-month,2,6.51,63.2,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
6635-CPNUN,28,96.6,Month-to-month,3,16.52,63.2,Upgrade to Annual Contract; Add Tech Support
4360-PNRQB,18,75.6,Month-to-month,0,22.87,63.2,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
0621-CXBKL,53,18.7,Two year,0,0.84,63.1,Add Protection Bundle
2878-DHMIN,35,19.9,One year,0,0.22,63.1,Add Protection Bundle
9805-FILKB,46,20.2,One year,0,1.92,63.1,Add Protection Bundle; Add Tech Support
9385-EHGDO,35,19.85,Two year,0,1.97,63.1,Add Protection Bundle; Add Tech Support
6164-HXUGH,6,19.85,Month-to-month,0,0.28,63.1,Add Protection Bundle
8582-KRHPJ,50,35.0,Month-to-month,2,0.17,63.1,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
2257-BOVXD,14,66.6,Month-to-month,2,1.12,63.1,Add Protection Bundle; Upgrade to Annual Contract
4657-FWVFY,40,96.35,Month-to-month,3,0.41,63.1,Upgrade to Annual Contract
7623-HKYRK,6,19.7,Month-to-month,0,0.29,63.1,Add Protection Bundle
2452-MRMZF,72,25.7,Two year,0,0.21,63.0,Add Protection Bundle
8735-DCXNF,10,54.95,Month-to-month,2,0.16,63.0,Add Protection Bundle; Add Streaming Services
9921-QFQUL,23,90.15,Month-to-month,2,24.73,63.0,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
7421-ZLUPA,8,29.25,Month-to-month,1,0.49,63.0,Add Protection Bundle; Add Streaming Services
3640-JQGJG,13,44.8,Month-to-month,0,2.75,63.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
6024-RUGGH,72,25.2,Two year,0,0.2,63.0,Add Protection Bundle
5863-OOKCL,10,18.85,Month-to-month,0,0.24,63.0,Add Protection Bundle
4813-HQMGZ,8,90.25,Month-to-month,2,0.49,63.0,Add Protection Bundle
2560-QTSBS,72,23.3,One year,0,0.18,63.0,Add Protection Bundle
1116-FRYVH,48,39.4,Two year,3,0.77,63.0,Add Streaming Services
7128-GGCNO,46,72.8,Month-to-month,0,0.87,63.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
3161-ONRWK,60,65.85,One year,4,1.73,63.0,Add Streaming Services
3583-KRKMD,18,75.9,Month-to-month,1,7.19,63.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
7895-VONWT,25,48.25,Month-to-month,3,0.35,62.9,Upgrade to Annual Contract
8205-MQUGY,12,49.2,Month-to-month,1,0.25,62.9,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
4776-XSKYQ,12,30.25,One year,1,0.24,62.9,Add Protection Bundle; Add Streaming Services
3570-YUEKJ,42,49.55,Month-to-month,1,11.1,62.9,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
9796-MVYXX,14,39.7,Two year,3,0.34,62.9,Add Streaming Services
5968-HYJRZ,47,24.55,Two year,0,0.83,62.9,Add Protection Bundle; Add Tech Support
5012-YSPJJ,31,54.35,Month-to-month,2,2.26,62.9,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
9135-HSWOC,64,19.7,Two year,0,1.1,62.9,Add Protection Bundle; Add Tech Support
3973-SKMLN,71,19.9,Two year,0,0.24,62.9,Add Protection Bundle
5337-IIWKZ,34,44.85,Month-to-month,3,4.83,62.8,Upgrade to Annual Contract
0794-YVSGE,72,20.3,Two year,0,0.79,62.8,Add Protection Bundle
5349-AZPEW,5,25.05,Month-to-month,0,0.34,62.8,Add Protection Bundle; Add Streaming Services
0936-NQLJU,41,20.65,Two year,0,0.18,62.8,Add Protection Bundle
0641-EVBOJ,3,82.3,Month-to-month,2,0.38,62.8,Add Protection Bundle; Add Streaming Services
8672-OAUPW,51,47.85,One year,1,0.25,62.8,Add Protection Bundle; Add Streaming Services
2616-UUTFK,33,72.75,Month-to-month,4,14.37,62.8,Upgrade to Annual Contract; Add Tech Support
6551-VLJMV,34,20.05,Two year,0,1.23,62.8,Add Protection Bundle
5701-GUXDC,26,35.4,One year,2,0.34,62.8,Add Protection Bundle; Add Streaming Services
6394-HHHZM,3,20.7,Month-to-month,0,0.36,62.8,Add Protection Bundle
4195-PNGZS,69,24.45,Two year,0,0.14,62.8,Add Protection Bundle
6661-EIPZC,48,29.5,Month-to-month,1,3.7,62.7,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
0486-LGCCH,11,19.65,Two year,0,0.19,62.7,Add Protection Bundle
9705-ZJBCG,13,54.15,One year,2,2.28,62.7,Add Protection Bundle; Add Streaming Services
6156-UZDLF,26,87.15,One year,3,5.96,62.7,Add Streaming Services
2342-CKIAO,2,20.3,Month-to-month,0,0.45,62.6,Add Protection Bundle
9281-PKKZE,46,43.95,Month-to-month,2,0.33,62.6,Add Protection Bundle; Upgrade to Annual Contract
1299-AURJA,70,24.7,Two year,0,0.29,62.6,Add Protection Bundle
2607-DHDAK,72,19.8,Two year,0,0.92,62.6,Add Protection Bundle
5697-GOMBF,28,35.9,Month-to-month,1,4.92,62.6,Add Protection Bundle; Upgrade to Annual Contract
5172-MIGPM,4,65.55,Month-to-month,2,0.3,62.5,Add Protection Bundle
3594-BDSOA,24,20.4,One year,0,0.25,62.5,Add Protection Bundle
9575-IWCAZ,6,25.1,One year,0,0.25,62.5,Add Protection Bundle
1998-VHJHK,27,19.15,One year,0,2.13,62.5,Add Protection Bundle; Add Tech Support
4430-YHXGG,4,25.45,Month-to-month,0,0.42,62.5,Add Protection Bundle
2877-VDUER,35,40.9,One year,2,0.24,62.5,Add Protection Bundle
8194-PEEBY,24,19.9,One year,0,0.68,62.5,Add Protection Bundle
7874-ECPQJ,4,20.05,Month-to-month,0,0.28,62.5,Add Protection Bundle
0106-GHRQR,16,71.4,Month-to-month,3,0.58,62.4,Upgrade to Annual Contract
5515-RUGKN,8,54.75,Month-to-month,1,0.36,62.4,Add Protection Bundle
4804-NCPET,19,20.2,Two year,0,1.26,62.4,Add Protection Bundle; Add Tech Support
9824-QCJPK,36,20.0,One year,0,1.22,62.4,Add Protection Bundle
7601-WFVZV,1,19.55,Month-to-month,0,0.34,62.3,Add Protection Bundle
5453-AXEPF,17,80.5,Month-to-month,1,21.18,62.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
1895-QTKDO,1,43.95,Month-to-month,0,0.66,62.3,Add Protection Bundle; Add Streaming Services
3750-RNQKR,12,19.45,Month-to-month,0,0.29,62.3,Add Protection Bundle; Upgrade to Annual Contract
6094-ZIVKX,68,54.45,One year,2,0.29,62.3,Add Protection Bundle; Add Streaming Services
5133-POWUA,1,45.8,Month-to-month,0,0.43,62.3,Add Protection Bundle; Add Streaming Services
7527-QNRUS,17,25.15,Two year,0,1.77,62.3,Add Protection Bundle
6974-DAFLI,55,19.7,One year,0,0.29,62.3,Add Protection Bundle
3082-WQRVY,14,19.65,One year,0,0.28,62.3,Add Protection Bundle
8735-SDUFN,72,24.3,Two year,0,1.12,62.2,Add Protection Bundle
0303-WMMRN,5,19.25,Month-to-month,0,0.37,62.2,Add Protection Bundle
5399-ZIMKF,5,74.65,Month-to-month,1,0.39,62.2,Add Protection Bundle; Add Streaming Services
0411-EZJZE,3,60.25,Month-to-month,1,0.39,62.2,Add Protection Bundle
6184-DYUOB,3,19.6,Month-to-month,0,0.3,62.2,Add Protection Bundle
2519-ERQOJ,33,54.6,Month-to-month,4,0.26,62.2,Upgrade to Annual Contract
5970-GHJAW,46,19.95,Two year,0,1.09,62.2,Add Protection Bundle; Add Tech Support
4853-OITSN,5,89.15,Month-to-month,2,0.31,62.2,Add Protection Bundle
2706-QZIHY,15,25.2,Two year,0,0.27,62.2,Add Protection Bundle
4644-OBGFZ,55,19.5,One year,0,0.95,62.2,Add Protection Bundle; Add Tech Support
4130-MZLCC,5,50.55,Month-to-month,1,0.29,62.2,Add Protection Bundle; Add Streaming Services
9646-NMHXE,47,19.65,Two year,0,1.51,62.1,Add Protection Bundle; Add Tech Support
4933-BSAIP,40,19.1,Two year,0,0.17,62.1,Add Protection Bundle
1867-TJHTS,58,79.8,Month-to-month,1,0.59,62.1,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
3372-CDXFJ,13,24.5,One year,0,0.26,62.0,Add Protection Bundle
4979-HPRFL,56,24.15,Two year,0,0.85,62.0,Add Protection Bundle
2905-KFQUV,2,70.4,Month-to-month,0,0.57,62.0,Add Protection Bundle; Add Streaming Services
9667-TKTVZ,2,54.35,Month-to-month,1,0.4,62.0,Add Protection Bundle; Add Streaming Services
4338-EYCER,21,54.6,Month-to-month,1,7.12,62.0,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
1987-AUELQ,71,25.05,Two year,0,0.94,62.0,Add Protection Bundle; Add Tech Support
4623-ZKHLY,22,20.45,Month-to-month,0,3.61,62.0,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
1934-MKPXS,33,20.1,One year,0,0.21,62.0,Add Protection Bundle
2640-LYMOV,2,19.65,Month-to-month,0,0.27,62.0,Add Protection Bundle
5124-EOGYE,31,20.45,Two year,0,0.28,62.0,Add Protection Bundle
9593-CVZKR,56,24.45,Two year,0,1.75,62.0,Add Protection Bundle
6630-UJZMY,4,83.25,Month-to-month,1,0.46,61.9,Add Protection Bundle
6134-KWTBV,62,23.4,Two year,0,1.08,61.9,Add Protection Bundle; Add Tech Support
8053-WWDRO,6,19.5,Month-to-month,0,3.38,61.9,Add Protection Bundle
5681-LLOEI,43,91.25,One year,3,0.35,61.9,Add Streaming Services
2085-JVGAD,37,20.35,Month-to-month,0,0.32,61.9,Add Protection Bundle; Upgrade to Annual Contract
1345-ZUKID,14,19.35,One year,0,1.73,61.9,Add Protection Bundle; Add Tech Support
6234-PFPXL,22,95.9,Month-to-month,3,6.85,61.9,Upgrade to Annual Contract
5084-OOVCJ,17,55.35,Month-to-month,2,4.21,61.9,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
2007-QVGAW,68,19.35,Two year,0,0.19,61.9,Add Protection Bundle
6890-PFRQX,18,69.5,Month-to-month,3,5.41,61.8,Upgrade to Annual Contract
4203-QGNZA,28,20.25,Month-to-month,0,0.23,61.8,Add Protection Bundle; Upgrade to Annual Contract
7503-EPSZW,64,24.05,Two year,0,0.8,61.8,Add Protection Bundle; Add Tech Support
7328-OWMOM,31,20.1,One year,0,1.4,61.8,Add Protection Bundle; Add Tech Support
0774-IFUVM,11,65.15,Month-to-month,2,16.54,61.8,Add Protection Bundle; Add Tech Support
2150-WLKUW,40,63.9,One year,2,0.35,61.7,Add Protection Bundle
7026-YMSBE,30,19.7,One year,0,0.19,61.7,Add Protection Bundle
7302-ZHMHP,1,19.15,Month-to-month,0,0.26,61.7,Add Protection Bundle
2882-DDZPG,12,19.45,Month-to-month,0,0.28,61.7,Add Protection Bundle; Upgrade to Annual Contract
1928-BXYIV,1,61.15,Month-to-month,2,0.3,61.7,Add Protection Bundle; Add Streaming Services
2220-IAHLS,1,19.4,Month-to-month,0,0.49,61.7,Add Protection Bundle
9169-BSVIN,12,74.75,Month-to-month,3,0.31,61.7,Upgrade to Annual Contract
7682-AZNDK,34,89.85,Month-to-month,3,22.7,61.7,Upgrade to Annual Contract; Add Tech Support
4198-VFOEA,12,33.6,One year,2,0.3,61.7,Add Protection Bundle; Add Streaming Services
6427-FEFIG,24,78.6,Two year,4,3.75,61.7,Add Tech Support
1452-VOQCH,1,75.1,Month-to-month,0,0.65,61.7,Add Protection Bundle; Add Streaming Services
3716-UVSPD,1,49.3,Month-to-month,1,0.3,61.7,Add Protection Bundle; Add Streaming Services
3712-PKXZA,61,20.55,One year,0,1.18,61.7,Add Protection Bundle; Add Tech Support
1078-TDCRN,3,30.75,Month-to-month,1,0.87,61.6,Add Protection Bundle; Add Streaming Services
1763-WQFUK,3,50.5,Month-to-month,1,0.3,61.6,Add Protection Bundle; Add Streaming Services
3967-VQOGC,67,24.9,Two year,0,1.38,61.6,Add Protection Bundle; Add Tech Support
0603-TPMIB,59,25.45,Two year,0,0.33,61.6,Add Protection Bundle
4026-SKKHW,3,50.25,Month-to-month,1,0.32,61.6,Add Protection Bundle; Add Streaming Services
1241-FPMOF,52,19.65,Two year,0,0.21,61.6,Add Protection Bundle
7398-SKNQZ,3,94.9,Month-to-month,2,0.78,61.6,Add Protection Bundle
4395-PZMSN,5,85.55,Month-to-month,2,0.44,61.6,Add Protection Bundle
6617-WLBQC,23,81.85,One year,1,3.92,61.6,Add Protection Bundle; Add Streaming Services; Add Tech Support
5882-CMAZQ,5,34.25,Month-to-month,2,0.22,61.6,Add Protection Bundle; Add Streaming Services
6637-KYRCV,5,30.5,Month-to-month,1,0.54,61.6,Add Protection Bundle; Add Streaming Services
7850-VWJUU,23,75.0,Month-to-month,1,23.68,61.5,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract; Add Tech Support
1716-LSAMB,45,54.65,Two year,2,0.27,61.5,Add Protection Bundle; Add Streaming Services
1686-STUHN,42,19.8,One year,0,0.18,61.5,Add Protection Bundle
3099-OONVS,25,54.3,Month-to-month,2,2.93,61.5,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
0015-UOCOJ,7,48.2,Month-to-month,1,0.35,61.5,Add Protection Bundle; Add Streaming Services
6061-GWWAV,41,70.2,One year,4,2.25,61.5,Add Tech Support
1222-KJNZD,40,20.4,Month-to-month,0,0.19,61.5,Add Protection Bundle; Upgrade to Annual Contract
7928-VJYAB,11,90.6,Month-to-month,2,0.73,61.5,Add Protection Bundle
1335-NTIUC,9,24.95,Month-to-month,0,14.96,61.5,Add Protection Bundle; Add Streaming Services
5895-QSXOD,9,70.05,Month-to-month,0,0.35,61.5,Add Protection Bundle; Add Streaming Services
6278-FEPBZ,9,20.25,Month-to-month,0,0.27,61.5,Add Protection Bundle
8747-UDCOI,65,19.35,Two year,0,0.56,61.5,Add Protection Bundle
1166-PQLGG,72,19.55,Two year,0,0.56,61.5,Add Protection Bundle; Add Tech Support
7629-WIXZF,7,59.1,One year,2,0.4,61.5,Add Protection Bundle
1093-YSWCA,11,19.55,Two year,0,0.24,61.5,Add Protection Bundle
3547-LQRIK,47,26.9,One year,0,1.17,61.4,Add Protection Bundle; Add Tech Support
6082-OQFBA,23,19.65,One year,0,1.11,61.4,Add Protection Bundle; Add Tech Support
4697-LUPSU,2,20.2,One year,0,0.24,61.4,Add Protection Bundle
7876-BEUTG,15,48.8,Month-to-month,0,0.35,61.4,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
0318-ZOPWS,49,20.15,Two year,0,1.57,61.4,Add Protection Bundle
0056-EPFBG,20,39.4,Two year,3,0.26,61.4,Add Streaming Services
7394-LWLYN,2,70.15,Month-to-month,0,0.35,61.4,Add Protection Bundle; Add Streaming Services
8006-PYCSW,2,20.1,Month-to-month,0,0.27,61.4,Add Protection Bundle
7963-SHNDT,52,39.1,Two year,3,0.93,61.4,Add Streaming Services
1134-YWTYF,27,53.8,Month-to-month,2,6.66,61.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
3197-ARFOY,19,105.0,Month-to-month,5,0.95,61.3,Upgrade to Annual Contract
1600-DILPE,12,45.0,Month-to-month,0,0.57,61.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
4397-FRLTA,4,20.15,Month-to-month,0,0.26,61.3,Add Protection Bundle
2888-ADFAO,47,21.3,Two year,0,0.74,61.3,Add Protection Bundle
5848-FHRFC,68,20.05,Two year,0,0.74,61.3,Add Protection Bundle
9620-QJREV,47,20.55,One year,0,1.14,61.3,Add Protection Bundle; Add Tech Support
1049-FYSYG,17,35.65,Month-to-month,2,0.38,61.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
2186-QZEYA,29,58.55,Month-to-month,2,0.46,61.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
1929-ZCBHE,47,40.3,One year,3,1.69,61.3,Add Streaming Services
1563-IWQEX,12,19.7,Month-to-month,0,0.38,61.3,Add Protection Bundle; Upgrade to Annual Contract
7241-AJHFS,32,87.65,Month-to-month,2,0.39,61.3,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
8292-ITGYJ,45,24.65,Two year,0,1.16,61.2,Add Protection Bundle; Add Tech Support
3572-UUHRS,45,18.85,One year,0,2.02,61.2,Add Protection Bundle; Add Tech Support
1897-RCFUM,39,24.2,One year,0,0.26,61.2,Add Protection Bundle
8727-JQFHV,57,20.75,Two year,0,0.3,61.2,Add Protection Bundle
7140-ADSMJ,8,20.45,Month-to-month,0,0.26,61.2,Add Protection Bundle
3981-QSVQI,8,19.7,Month-to-month,0,0.3,61.2,Add Protection Bundle
3635-JBPSG,15,38.8,Two year,2,0.47,61.2,Add Protection Bundle
1051-EQPZR,44,19.6,Month-to-month,0,1.51,61.2,Add Protection Bundle; Upgrade to Annual Contract; Add Tech Support
2672-OJQZP,1,44.75,Month-to-month,0,0.23,61.1,Add Protection Bundle; Add Streaming Services
2239-CFOUJ,1,20.4,One year,0,0.19,61.1,Add Protection Bundle
1689-YQBYY,12,76.6,Month-to-month,0,0.57,61.1,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
2103-ZRXFN,1,50.75,Month-to-month,0,0.44,61.1,Add Protection Bundle; Add Streaming Services
5906-BFOZT,1,19.5,Month-to-month,0,0.74,61.1,Add Protection Bundle
1135-LMECX,1,19.85,Month-to-month,0,18.76,61.1,Add Protection Bundle
9631-XEYKE,3,50.4,Month-to-month,0,8.83,61.0,Add Protection Bundle; Add Streaming Services
9903-LYSAB,18,73.15,Month-to-month,0,1.07,61.0,Add Protection Bundle; Add Streaming Services; Upgrade to Annual Contract
4061-UKJWL,3,45.45,Month-to-month,0,0.26,61.0,Add Protection Bundle; Add Streaming Services
1282-IHQAC,70,44.05,One year,3,3.81,61.0,Add Tech Support
